"collection_name","article_id","title","doi","tags"
"Groundwater","7680512","Cross section of a gravity well","https://doi.org/10.17028/rd.lboro.7680512.v1","Technical illustration and graphics"
"Groundwater","7680515","The siphon well","https://doi.org/10.17028/rd.lboro.7680515.v1","Technical illustration and graphics"
"Groundwater","7680521","The siphon well","https://doi.org/10.17028/rd.lboro.7680521.v1","Technical illustration and graphics"
"Groundwater","7680482","Cross section of a gravity well","https://doi.org/10.17028/rd.lboro.7680482.v1","Technical illustration and graphics"
"Groundwater","7049213","Well with windlass","https://doi.org/10.17028/rd.lboro.7049213.v1","Technical illustration and graphics"
"Groundwater","7049216","Woman at a well","https://doi.org/10.17028/rd.lboro.7049216.v1","Technical illustration and graphics"
"Groundwater","7039562","Drawing water from a well","https://doi.org/10.17028/rd.lboro.7039562.v1","Line drawings"
"Water cycle","8094968","Alluvial fan","https://doi.org/10.17028/rd.lboro.8094968.v1","Technical illustration and graphics"
"Water cycle","8094974","Cone of depression and radius of influence","https://doi.org/10.17028/rd.lboro.8094974.v1","Technical illustration and graphics"
"Water cycle","8094962","The water cycle","https://doi.org/10.17028/rd.lboro.8094962.v1","Technical illustration and graphics"
"Water storage","7836830","Water collection time versus water use","https://doi.org/10.17028/rd.lboro.7836830.v1","Technical illustration and graphics"
"Water storage","7837871","Temporary storage tank showing design features appropriate for cold regions","https://doi.org/10.17028/rd.lboro.7837871.v1","Technical illustration and graphics"
"Water storage","7844717","Temporary water storage tank showing useful features for cold regions","https://doi.org/10.17028/rd.lboro.7844717.v1","Technical illustration and graphics"
"Water storage","7869098","On and off line storage of stormwater","https://doi.org/10.17028/rd.lboro.7869098.v1","Technical illustration and graphics"
"Water storage","7874036","Schematic layout of storage tank pipework","https://doi.org/10.17028/rd.lboro.7874036.v1","Technical illustration and graphics"
"Water storage","8095211","Sand-filled hafir with water storage domes","https://doi.org/10.17028/rd.lboro.8095211.v1","Technical illustration and graphics"
"Water storage","8095160","Indication of water storage potential","https://doi.org/10.17028/rd.lboro.8095160.v1","Technical illustration and graphics"
"Water storage","7874168","Fabric cover to storage tank cutaway showing column and ropes","https://doi.org/10.17028/rd.lboro.7874168.v1","Technical illustration and graphics"
"Water storage","7874171","Temporary water distribution point with rigid tank elevated on sand filled storage drums","https://doi.org/10.17028/rd.lboro.7874171.v1","Technical illustration and graphics"
"Water storage","7874183","Raised platform for a storage tank supported by retaining wall of sand-filled sacks","https://doi.org/10.17028/rd.lboro.7874183.v1","Technical illustration and graphics"
"Water storage","7874186","Below ground storage tank with synthetic liner","https://doi.org/10.17028/rd.lboro.7874186.v1","Technical illustration and graphics"
"Water storage","7874495","Pipeline profile from storage tank 2","https://doi.org/10.17028/rd.lboro.7874495.v1","Technical illustration and graphics"
"Water storage","7874480","Pipeline profile from storage tank","https://doi.org/10.17028/rd.lboro.7874480.v1","Technical illustration and graphics"
"Water storage","7874468","Elevation of pipeline between storage tank and tapstand","https://doi.org/10.17028/rd.lboro.7874468.v1","Technical illustration and graphics"
"Water storage","8094875","Collecting water from a storage tank","https://doi.org/10.17028/rd.lboro.8094875.v1","Technical illustration and graphics"
"Water storage","8094878","Location of water tanks","https://doi.org/10.17028/rd.lboro.8094878.v1","Technical illustration and graphics"
"Water storage","8094890","Improved privately operated water kiosk","https://doi.org/10.17028/rd.lboro.8094890.v1","Technical illustration and graphics"
"Water storage","8094887","Communal tank","https://doi.org/10.17028/rd.lboro.8094887.v1","Technical illustration and graphics"
"Water storage","8094893","A typical sound storage dam","https://doi.org/10.17028/rd.lboro.8094893.v1","Technical illustration and graphics"
"Water storage","8074523","Flowchart and decision areas for storage and collection","https://doi.org/10.17028/rd.lboro.8074523.v1","Technical illustration and graphics"
"Water storage","8075558","Flow chart and decision areas for storage and collection","https://doi.org/10.17028/rd.lboro.8075558.v1","Technical illustration and graphics"
"Water storage","8068934","A typical sand storage dam","https://doi.org/10.17028/rd.lboro.8068934.v1","Technical illustration and graphics"
"Water storage","8059091","Tank and well","https://doi.org/10.17028/rd.lboro.8059091.v1","Technical illustration and graphics"
"Water storage","8059445","Patterns of water use","https://doi.org/10.17028/rd.lboro.8059445.v1","Technical illustration and graphics"
"Water storage","8059505","Water processes","https://doi.org/10.17028/rd.lboro.8059505.v1","Technical illustration and graphics"
"Water storage","8059499","Water balance","https://doi.org/10.17028/rd.lboro.8059499.v1","Technical illustration and graphics"
"Water storage","8059487","The water cycle","https://doi.org/10.17028/rd.lboro.8059487.v1","Technical illustration and graphics"
"Water storage","7982033","Methods of retaining some water In the tank","https://doi.org/10.17028/rd.lboro.7982033.v1","Technical illustration and graphics"
"Water storage","7798727","Water carrier for a donkey","https://doi.org/10.17028/rd.lboro.7798727.v1","Line drawings"
"Water storage","7798712","Two water containers","https://doi.org/10.17028/rd.lboro.7798712.v1","Line drawings"
"Water storage","7798718","Water bags","https://doi.org/10.17028/rd.lboro.7798718.v1","Line drawings"
"Water storage","7798706","Round clay water pot and tyre","https://doi.org/10.17028/rd.lboro.7798706.v1","Line drawings"
"Water storage","7798694","Metal water pot","https://doi.org/10.17028/rd.lboro.7798694.v1","Line drawings"
"Water storage","7798670","Donkey with water carrier","https://doi.org/10.17028/rd.lboro.7798670.v1","Line drawings"
"Water storage","7798667","Clay water pot - Egypt","https://doi.org/10.17028/rd.lboro.7798667.v1","Line drawings"
"Water storage","7798856","Two ferrocement water pots","https://doi.org/10.17028/rd.lboro.7798856.v1","Line drawings"
"Water storage","7798859","Water towers","https://doi.org/10.17028/rd.lboro.7798859.v1","Line drawings"
"Water storage","7798847","Emergency water tank with two figures","https://doi.org/10.17028/rd.lboro.7798847.v1","Line drawings"
"Water storage","7798850","Ferrocement water storage jar fitted with a tap","https://doi.org/10.17028/rd.lboro.7798850.v1","Line drawings"
"Water storage","7798838","Drawing water from a bucket with tap","https://doi.org/10.17028/rd.lboro.7798838.v1","Line drawings"
"Water storage","7798841","Emergency water tank – Red Cross","https://doi.org/10.17028/rd.lboro.7798841.v1","Line drawings"
"Water storage","7798844","Emergency water tank on a frame","https://doi.org/10.17028/rd.lboro.7798844.v1","Line drawings"
"Water storage","7798892","Water tankers","https://doi.org/10.17028/rd.lboro.7798892.v1","Line drawings"
"Water storage","7798886","Water tanker","https://doi.org/10.17028/rd.lboro.7798886.v1","Line drawings"
"Water storage","7798880","Filling a water container from a tanker","https://doi.org/10.17028/rd.lboro.7798880.v1","Line drawings"
"Water storage","7798868","Cleaning out the inside of a tank with a broom","https://doi.org/10.17028/rd.lboro.7798868.v1","Line drawings"
"Water storage","7798871","EJK water tanker","https://doi.org/10.17028/rd.lboro.7798871.v1","Line drawings"
"Water storage","7798958","Water vendor with cycle cart","https://doi.org/10.17028/rd.lboro.7798958.v1","Line drawings"
"Water storage","7712723","Use of an air vent downstream of a valve at a tank outlet","https://doi.org/10.17028/rd.lboro.7712723.v1","Technical illustration and graphics"
"Water storage","7712726","Use of an air vent downstream of a valve at a tank outlet","https://doi.org/10.17028/rd.lboro.7712726.v1","Technical illustration and graphics"
"Water storage","7687466","Various tank outlet details","https://doi.org/10.17028/rd.lboro.7687466.v1","Technical illustration and graphics"
"Water storage","7687472","Various tank outlet details","https://doi.org/10.17028/rd.lboro.7687472.v1","Technical illustration and graphics"
"Water storage","7687349","Roof designs used with tanks and reservoirs","https://doi.org/10.17028/rd.lboro.7687349.v1","Technical illustration and graphics"
"Water storage","7687352","Roof designs used with tanks and reservoirs","https://doi.org/10.17028/rd.lboro.7687352.v1","Technical illustration and graphics"
"Water storage","7680791","Using sacking for temporary formwork for ferrocement tanks","https://doi.org/10.17028/rd.lboro.7680791.v1","Technical illustration and graphics"
"Water storage","7680530","A typical sand storage dam","https://doi.org/10.17028/rd.lboro.7680530.v1","Technical illustration and graphics"
"Water storage","7680524","A typical sand storage dam","https://doi.org/10.17028/rd.lboro.7680524.v1","Technical illustration and graphics"
"Water storage","7680356","Water consumption and time to collect water","https://doi.org/10.17028/rd.lboro.7680356.v1","Technical illustration and graphics"
"Water storage","7680353","Water consumption and time to collect water","https://doi.org/10.17028/rd.lboro.7680353.v1","Technical illustration and graphics"
"Water storage","7392311","Storage tank damaged by flooding","https://doi.org/10.17028/rd.lboro.7392311.v1","Line drawings"
"Water storage","7376681","Water storage","https://doi.org/10.17028/rd.lboro.7376681.v1","Line drawings"
"Water storage","7376660","Rigid metal or plastic storage tank","https://doi.org/10.17028/rd.lboro.7376660.v1","Line drawings"
"Water storage","7376663","Storage tank damaged by flooding","https://doi.org/10.17028/rd.lboro.7376663.v1","Line drawings"
"Water storage","7376666","Storage tank on artificial ground","https://doi.org/10.17028/rd.lboro.7376666.v1","Line drawings"
"Water storage","7376654","Pillow or bladder storage tank","https://doi.org/10.17028/rd.lboro.7376654.v1","Line drawings"
"Water storage","7376657","Pre-fabricated collapsible water storage tank","https://doi.org/10.17028/rd.lboro.7376657.v1","Line drawings"
"Water storage","7376633","Emergency water supply tank - Red Cross","https://doi.org/10.17028/rd.lboro.7376633.v1","Line drawings"
"Water storage","7376639","Emergency water supply tank with two figures","https://doi.org/10.17028/rd.lboro.7376639.v1","Line drawings"
"Water storage","7376636","Emergency water supply tank on a frame","https://doi.org/10.17028/rd.lboro.7376636.v1","Line drawings"
"Water storage","7376615","A wire mesh emergency water supply tank","https://doi.org/10.17028/rd.lboro.7376615.v1","Line drawings"
"Water storage","7376627","Emergency water supply tank","https://doi.org/10.17028/rd.lboro.7376627.v1","Line drawings"
"Water storage","7376630","Emergency water supply tank - Oxfam","https://doi.org/10.17028/rd.lboro.7376630.v1","Line drawings"
"Water storage","7270562","Sand storage dam","https://doi.org/10.17028/rd.lboro.7270562.v1","Technical illustration and graphics"
"Water storage","7122902","Bottles of water","https://doi.org/10.17028/rd.lboro.7122902.v1","Line drawings"
"Wastewater treatment","7837820","Flow of wastewater through a conventional treatment works","https://doi.org/10.17028/rd.lboro.7837820.v1","Technical illustration and graphics"
"Wastewater treatment","7844708","Raised mound system for disposal of treated wastewater","https://doi.org/10.17028/rd.lboro.7844708.v1","Technical illustration and graphics"
"Wastewater treatment","7765043","Handpump and wastewater for irrigation","https://doi.org/10.17028/rd.lboro.7765043.v1","Line drawings"
"Wastewater treatment","7798583","Woman pouring wastewater into a gutter","https://doi.org/10.17028/rd.lboro.7798583.v1","Line drawings"
"Wastewater treatment","7719074","Typical flow-diagram for preliminary and primary wastewater treatment stages","https://doi.org/10.17028/rd.lboro.7719074.v1","Technical illustration and graphics"
"Wastewater treatment","7719068","Factors to consider, and decision-making, for sustainable wastewater management","https://doi.org/10.17028/rd.lboro.7719068.v1","Technical illustration and graphics"
"Wastewater treatment","7719056","Process selection for sustainable wastewater management","https://doi.org/10.17028/rd.lboro.7719056.v1","Technical illustration and graphics"
"Visual impact assessment","8094848","Variation in the colour of a dam","https://doi.org/10.17028/rd.lboro.8094848.v1","Technical illustration and graphics"
"Visual impact assessment","8094836","Houses - ordered","https://doi.org/10.17028/rd.lboro.8094836.v1","Technical illustration and graphics"
"Visual impact assessment","8094839","Houses - related","https://doi.org/10.17028/rd.lboro.8094839.v1","Technical illustration and graphics"
"Visual impact assessment","8094842","Trees in the landscape","https://doi.org/10.17028/rd.lboro.8094842.v1","Technical illustration and graphics"
"Visual impact assessment","8094827","Houses - confused","https://doi.org/10.17028/rd.lboro.8094827.v1","Technical illustration and graphics"
"Visual impact assessment","8094833","Houses - dispersed","https://doi.org/10.17028/rd.lboro.8094833.v1","Technical illustration and graphics"
"Visual impact assessment","8094824","Houses - concentrated","https://doi.org/10.17028/rd.lboro.8094824.v1","Technical illustration and graphics"
"Visual impact assessment","8094821","Cuttings","https://doi.org/10.17028/rd.lboro.8094821.v1","Technical illustration and graphics"
"Small-scale water supply","8068847","Sludging","https://doi.org/10.17028/rd.lboro.8068847.v1","Technical illustration and graphics"
"Small-scale water supply","8068844","Jetting","https://doi.org/10.17028/rd.lboro.8068844.v1","Technical illustration and graphics"
"Small-scale water supply","8068835","Simple mechanised rotary drilling with flush","https://doi.org/10.17028/rd.lboro.8068835.v1","Technical illustration and graphics"
"Small-scale water supply","8068841","Methods of driving wellpoints","https://doi.org/10.17028/rd.lboro.8068841.v1","Technical illustration and graphics"
"Small-scale water supply","8068817","Typical springbox","https://doi.org/10.17028/rd.lboro.8068817.v1","Technical illustration and graphics"
"Small-scale water supply","8068832","Working parts of the Vonder rig","https://doi.org/10.17028/rd.lboro.8068832.v1","Technical illustration and graphics"
"Small-scale water supply","8068820","The finished spring","https://doi.org/10.17028/rd.lboro.8068820.v1","Technical illustration and graphics"
"Small-scale water supply","8068826","Schematic details of a typical borehole","https://doi.org/10.17028/rd.lboro.8068826.v1","Technical illustration and graphics"
"Small-scale water supply","8068811","Typical head wall details for a protected spring","https://doi.org/10.17028/rd.lboro.8068811.v1","Technical illustration and graphics"
"Small-scale water supply","8068805","Artesian fissure spring and artesian borehole","https://doi.org/10.17028/rd.lboro.8068805.v1","Technical illustration and graphics"
"Small-scale water supply","8068808","Two ways of collecting and conveying water from the spring eye","https://doi.org/10.17028/rd.lboro.8068808.v1","Technical illustration and graphics"
"Small-scale water supply","8068814","Spring with infiltration trenches and springbox","https://doi.org/10.17028/rd.lboro.8068814.v1","Technical illustration and graphics"
"Small-scale water supply","8068787","Flow detectors and suspended gutters","https://doi.org/10.17028/rd.lboro.8068787.v1","Technical illustration and graphics"
"Small-scale water supply","8068790","Angled mesh strainer used to intercept larger debris in captured rainwater","https://doi.org/10.17028/rd.lboro.8068790.v1","Technical illustration and graphics"
"Small-scale water supply","8068796","Sump-type of first flash diverter","https://doi.org/10.17028/rd.lboro.8068796.v1","Technical illustration and graphics"
"Small-scale water supply","8069207","How most types of handpump cylinders work","https://doi.org/10.17028/rd.lboro.8069207.v1","Technical illustration and graphics"
"Small-scale water supply","8069177","Example of a stone-filled soakpit used for a public standpost","https://doi.org/10.17028/rd.lboro.8069177.v1","Technical illustration and graphics"
"Small-scale water supply","8069189","Lined soakaway","https://doi.org/10.17028/rd.lboro.8069189.v1","Technical illustration and graphics"
"Small-scale water supply","8068799","Well borehole and gravity overflow","https://doi.org/10.17028/rd.lboro.8068799.v1","Technical illustration and graphics"
"Small-scale water supply","8068778","Decision chart a","https://doi.org/10.17028/rd.lboro.8068778.v1","Technical illustration and graphics"
"Small-scale water supply","8068784","Typical roofing materials and gutter systems","https://doi.org/10.17028/rd.lboro.8068784.v1","Technical illustration and graphics"
"Small-scale water supply","8068775","The water cycle","https://doi.org/10.17028/rd.lboro.8068775.v1","Technical illustration and graphics"
"Small-scale water supply","8068781","Decision chart b","https://doi.org/10.17028/rd.lboro.8068781.v1","Technical illustration and graphics"
"Small-scale water supply","8068997","A typical windlass and users instructions","https://doi.org/10.17028/rd.lboro.8068997.v1","Technical illustration and graphics"
"Small-scale water supply","8069009","The Blair bucket pump","https://doi.org/10.17028/rd.lboro.8069009.v1","Technical illustration and graphics"
"Small-scale water supply","8069003","The Blair bucket and its valve","https://doi.org/10.17028/rd.lboro.8069003.v1","Technical illustration and graphics"
"Small-scale water supply","8068991","A simple shaduf","https://doi.org/10.17028/rd.lboro.8068991.v1","Technical illustration and graphics"
"Small-scale water supply","8068985","Protected well with a double bucket systems","https://doi.org/10.17028/rd.lboro.8068985.v1","Technical illustration and graphics"
"Small-scale water supply","8068979","Well provided with roller bars to protect ropes from abrasion","https://doi.org/10.17028/rd.lboro.8068979.v1","Technical illustration and graphics"
"Small-scale water supply","8068949","Fixed gravity intake with sump and handpump","https://doi.org/10.17028/rd.lboro.8068949.v1","Technical illustration and graphics"
"Small-scale water supply","8068970","Protected side intake","https://doi.org/10.17028/rd.lboro.8068970.v1","Technical illustration and graphics"
"Small-scale water supply","8068973","Fixed suction intake and powered pump","https://doi.org/10.17028/rd.lboro.8068973.v1","Technical illustration and graphics"
"Small-scale water supply","8068922","Infiltration gallery under the separate channel or pond","https://doi.org/10.17028/rd.lboro.8068922.v1","Technical illustration and graphics"
"Small-scale water supply","8068934","A typical sand storage dam","https://doi.org/10.17028/rd.lboro.8068934.v1","Technical illustration and graphics"
"Small-scale water supply","8068943","The SWS filter","https://doi.org/10.17028/rd.lboro.8068943.v1","Technical illustration and graphics"
"Small-scale water supply","8068880","Buried well","https://doi.org/10.17028/rd.lboro.8068880.v1","Technical illustration and graphics"
"Small-scale water supply","8068901","Backfilled well","https://doi.org/10.17028/rd.lboro.8068901.v1","Technical illustration and graphics"
"Small-scale water supply","8068907","Cross-section of upgraded well with handpump","https://doi.org/10.17028/rd.lboro.8068907.v1","Technical illustration and graphics"
"Small-scale water supply","8068913","Infiltration gallery under a stream or village pond","https://doi.org/10.17028/rd.lboro.8068913.v1","Technical illustration and graphics"
"Small-scale water supply","8068853","Good features of open wells","https://doi.org/10.17028/rd.lboro.8068853.v1","Technical illustration and graphics"
"Small-scale water supply","8068856","Suggested digging and lining techniques for hand-dug wells in different strata 1","https://doi.org/10.17028/rd.lboro.8068856.v1","Technical illustration and graphics"
"Small-scale water supply","8068865","Suggested digging and lining techniques for hand-dug wells in different strata 2","https://doi.org/10.17028/rd.lboro.8068865.v1","Technical illustration and graphics"
"Small-scale water supply","8068874","Well excavation supported by the modified Chicago method","https://doi.org/10.17028/rd.lboro.8068874.v1","Technical illustration and graphics"
"Small-scale water supply","8069114","Slow sand filter","https://doi.org/10.17028/rd.lboro.8069114.v1","Technical illustration and graphics"
"Small-scale water supply","8069102","Roughing filters","https://doi.org/10.17028/rd.lboro.8069102.v1","Technical illustration and graphics"
"Small-scale water supply","8069105","Basic components of an inlet controlled slow sand filter","https://doi.org/10.17028/rd.lboro.8069105.v1","Technical illustration and graphics"
"Small-scale water supply","8069117","Constant head aspirator","https://doi.org/10.17028/rd.lboro.8069117.v1","Technical illustration and graphics"
"Small-scale water supply","8069093","Lining a hemispherical excavation with ferrocement","https://doi.org/10.17028/rd.lboro.8069093.v1","Technical illustration and graphics"
"Small-scale water supply","8069099","Plain sedimentation tank","https://doi.org/10.17028/rd.lboro.8069099.v1","Technical illustration and graphics"
"Small-scale water supply","8069090","Using sacking for temporary formwork for ferrocement tanks","https://doi.org/10.17028/rd.lboro.8069090.v1","Technical illustration and graphics"
"Small-scale water supply","8069096","The three-pot treatment system","https://doi.org/10.17028/rd.lboro.8069096.v1","Technical illustration and graphics"
"Small-scale water supply","8069084","Below surface centrifugal pump installation in a dry well","https://doi.org/10.17028/rd.lboro.8069084.v1","Technical illustration and graphics"
"Small-scale water supply","8069081","Surface-mounted centrifugal pump installation","https://doi.org/10.17028/rd.lboro.8069081.v1","Technical illustration and graphics"
"Small-scale water supply","8069087","Various arrangements of masonry dam walls for rock catchments","https://doi.org/10.17028/rd.lboro.8069087.v1","Technical illustration and graphics"
"Small-scale water supply","8069057","How the Vergnet footpump works","https://doi.org/10.17028/rd.lboro.8069057.v1","Technical illustration and graphics"
"Small-scale water supply","8069063","A rope and washer pump used in a borehole","https://doi.org/10.17028/rd.lboro.8069063.v1","Technical illustration and graphics"
"Small-scale water supply","8069072","Hydraulic ram pump","https://doi.org/10.17028/rd.lboro.8069072.v1","Technical illustration and graphics"
"Small-scale water supply","8069075","Two types of centrifugal pump","https://doi.org/10.17028/rd.lboro.8069075.v1","Technical illustration and graphics"
"Small-scale water supply","8069036","Direct action handpump","https://doi.org/10.17028/rd.lboro.8069036.v1","Technical illustration and graphics"
"Small-scale water supply","8069051","Deepwell handpump open top cylinder design","https://doi.org/10.17028/rd.lboro.8069051.v1","Technical illustration and graphics"
"Small-scale water supply","8069045","Deepwell handpump of traditional design","https://doi.org/10.17028/rd.lboro.8069045.v1","Technical illustration and graphics"
"Small-scale water supply","8069027","Row suction handpump","https://doi.org/10.17028/rd.lboro.8069027.v1","Technical illustration and graphics"
"Small-scale water supply","8069201","Pipework which makes up a distribution system 2","https://doi.org/10.17028/rd.lboro.8069201.v1","Technical illustration and graphics"
"Small-scale water supply","8069204","Weir","https://doi.org/10.17028/rd.lboro.8069204.v1","Technical illustration and graphics"
"Small-scale water supply","8069198","Pipework which makes up a distribution system 1","https://doi.org/10.17028/rd.lboro.8069198.v1","Technical illustration and graphics"
"Small-scale water supply","8069210","Traditional suction handpump","https://doi.org/10.17028/rd.lboro.8069210.v1","Technical illustration and graphics"
"Small-scale water supply","8069192","Stone-filled soakage trench","https://doi.org/10.17028/rd.lboro.8069192.v1","Technical illustration and graphics"
"Small-scale water supply","7798859","Water towers","https://doi.org/10.17028/rd.lboro.7798859.v1","Line drawings"
"Infrastructure and services","7836821","The implications of poor water availability","https://doi.org/10.17028/rd.lboro.7836821.v1","Technical illustration and graphics"
"Infrastructure and services","7837583","Section of a drain for evacuating stormwater and sullage","https://doi.org/10.17028/rd.lboro.7837583.v1","Technical illustration and graphics"
"Infrastructure and services","7837709","Road acting as a drain","https://doi.org/10.17028/rd.lboro.7837709.v1","Technical illustration and graphics"
"Infrastructure and services","7868483","Planning objectives","https://doi.org/10.17028/rd.lboro.7868483.v1","Technical illustration and graphics"
"Infrastructure and services","7868909","Diagnosing problems with unlined drains","https://doi.org/10.17028/rd.lboro.7868909.v1","Technical illustration and graphics"
"Infrastructure and services","7869029","Impact of infrastructure on natural drainage","https://doi.org/10.17028/rd.lboro.7869029.v1","Technical illustration and graphics"
"Infrastructure and services","7869032","Impact of urbanization on a typical hydrograph","https://doi.org/10.17028/rd.lboro.7869032.v1","Technical illustration and graphics"
"Infrastructure and services","7869008","Filter drain","https://doi.org/10.17028/rd.lboro.7869008.v1","Technical illustration and graphics"
"Infrastructure and services","7874552","Submersible electric pumps","https://doi.org/10.17028/rd.lboro.7874552.v1","Technical illustration and graphics"
"Infrastructure and services","7908806","Poor hygiene practices 1","https://doi.org/10.17028/rd.lboro.7908806.v1","Technical illustration and graphics"
"Infrastructure and services","7908809","Poor hygiene practices 2","https://doi.org/10.17028/rd.lboro.7908809.v1","Technical illustration and graphics"
"Infrastructure and services","7910474","Squat-hole cover","https://doi.org/10.17028/rd.lboro.7910474.v1","Technical illustration and graphics"
"Infrastructure and services","7910471","Rower pump - man standing","https://doi.org/10.17028/rd.lboro.7910471.v1","Technical illustration and graphics"
"Infrastructure and services","7910477","Trickle feed tank","https://doi.org/10.17028/rd.lboro.7910477.v1","Technical illustration and graphics"
"Infrastructure and services","7910480","Who cleans the latrine","https://doi.org/10.17028/rd.lboro.7910480.v1","Technical illustration and graphics"
"Infrastructure and services","7910459","Latrine designed without superstructure","https://doi.org/10.17028/rd.lboro.7910459.v1","Technical illustration and graphics"
"Infrastructure and services","7910468","Rower pump - man standing without annotations","https://doi.org/10.17028/rd.lboro.7910468.v1","Technical illustration and graphics"
"Infrastructure and services","7910447","A waste transfer station","https://doi.org/10.17028/rd.lboro.7910447.v1","Technical illustration and graphics"
"Infrastructure and services","7910453","Infiltration trench","https://doi.org/10.17028/rd.lboro.7910453.v1","Technical illustration and graphics"
"Infrastructure and services","7910456","Jetting","https://doi.org/10.17028/rd.lboro.7910456.v1","Technical illustration and graphics"
"Infrastructure and services","7923542","Does increasing participation improve design","https://doi.org/10.17028/rd.lboro.7923542.v1","Technical illustration and graphics"
"Infrastructure and services","7923551","Does increasing participation improve implementation","https://doi.org/10.17028/rd.lboro.7923551.v1","Technical illustration and graphics"
"Infrastructure and services","7923545","Does increasing participation improve equity","https://doi.org/10.17028/rd.lboro.7923545.v1","Technical illustration and graphics"
"Infrastructure and services","7923554","Does increasing participation improve physical outputs","https://doi.org/10.17028/rd.lboro.7923554.v1","Technical illustration and graphics"
"Infrastructure and services","7923530","Continuum of attitudes towards change","https://doi.org/10.17028/rd.lboro.7923530.v1","Technical illustration and graphics"
"Infrastructure and services","7923533","Cost of change against project stage","https://doi.org/10.17028/rd.lboro.7923533.v1","Technical illustration and graphics"
"Infrastructure and services","7923536","Daily hours of labour","https://doi.org/10.17028/rd.lboro.7923536.v1","Technical illustration and graphics"
"Infrastructure and services","7923539","Developing a classification structure","https://doi.org/10.17028/rd.lboro.7923539.v1","Technical illustration and graphics"
"Infrastructure and services","7923521","Bivariate comparisons between various factors and project effectiveness","https://doi.org/10.17028/rd.lboro.7923521.v1","Technical illustration and graphics"
"Infrastructure and services","7923524","Clustered management","https://doi.org/10.17028/rd.lboro.7923524.v1","Technical illustration and graphics"
"Infrastructure and services","7923350","Assessment analysis action","https://doi.org/10.17028/rd.lboro.7923350.v1","Technical illustration and graphics"
"Infrastructure and services","7923353","Best route A to B","https://doi.org/10.17028/rd.lboro.7923353.v1","Technical illustration and graphics"
"Infrastructure and services","7923515","Bivariate and multiple regressions","https://doi.org/10.17028/rd.lboro.7923515.v1","Technical illustration and graphics"
"Infrastructure and services","7923593","Participation equals effectiveness","https://doi.org/10.17028/rd.lboro.7923593.v1","Technical illustration and graphics"
"Infrastructure and services","7923605","Participation of organisational structure","https://doi.org/10.17028/rd.lboro.7923605.v1","Technical illustration and graphics"
"Infrastructure and services","7923602","Participation in the project cycle","https://doi.org/10.17028/rd.lboro.7923602.v1","Technical illustration and graphics"
"Infrastructure and services","7923590","Participation builds communities","https://doi.org/10.17028/rd.lboro.7923590.v1","Technical illustration and graphics"
"Infrastructure and services","7923572","Malawi gravity flow schemes","https://doi.org/10.17028/rd.lboro.7923572.v1","Technical illustration and graphics"
"Infrastructure and services","7923575","Matrix management","https://doi.org/10.17028/rd.lboro.7923575.v1","Technical illustration and graphics"
"Infrastructure and services","7923587","Organisation chart of a workforce","https://doi.org/10.17028/rd.lboro.7923587.v1","Technical illustration and graphics"
"Infrastructure and services","7923581","Numbers of participants","https://doi.org/10.17028/rd.lboro.7923581.v1","Technical illustration and graphics"
"Infrastructure and services","7923560","Domed pit slab - plan and cross-section","https://doi.org/10.17028/rd.lboro.7923560.v1","Technical illustration and graphics"
"Infrastructure and services","7923566","Leading from the front or first amongst equals","https://doi.org/10.17028/rd.lboro.7923566.v1","Technical illustration and graphics"
"Infrastructure and services","7923569","Length and cost of project stages","https://doi.org/10.17028/rd.lboro.7923569.v1","Technical illustration and graphics"
"Infrastructure and services","7923749","Relationships between participation and impact on design","https://doi.org/10.17028/rd.lboro.7923749.v1","Technical illustration and graphics"
"Infrastructure and services","7923731","Relationship between project effectiveness and level of participation","https://doi.org/10.17028/rd.lboro.7923731.v1","Technical illustration and graphics"
"Infrastructure and services","7923746","Relationships between participation and impact on community organisations","https://doi.org/10.17028/rd.lboro.7923746.v1","Technical illustration and graphics"
"Infrastructure and services","7923758","Relative access to resources","https://doi.org/10.17028/rd.lboro.7923758.v1","Technical illustration and graphics"
"Infrastructure and services","7923689","Project teams","https://doi.org/10.17028/rd.lboro.7923689.v1","Technical illustration and graphics"
"Infrastructure and services","7923692","Project timescales","https://doi.org/10.17028/rd.lboro.7923692.v1","Technical illustration and graphics"
"Infrastructure and services","7923719","Reducing the number of management levels","https://doi.org/10.17028/rd.lboro.7923719.v1","Technical illustration and graphics"
"Infrastructure and services","7923716","Projects targeting specific groups","https://doi.org/10.17028/rd.lboro.7923716.v1","Technical illustration and graphics"
"Infrastructure and services","7923668","Perceptions of organisational structure 2","https://doi.org/10.17028/rd.lboro.7923668.v1","Technical illustration and graphics"
"Infrastructure and services","7923674","Project control scenarios","https://doi.org/10.17028/rd.lboro.7923674.v1","Technical illustration and graphics"
"Infrastructure and services","7923686","Project programme and resources","https://doi.org/10.17028/rd.lboro.7923686.v1","Technical illustration and graphics"
"Infrastructure and services","7923683","Project cycle and main participants","https://doi.org/10.17028/rd.lboro.7923683.v1","Technical illustration and graphics"
"Infrastructure and services","7923614","Patterns of participation","https://doi.org/10.17028/rd.lboro.7923614.v1","Technical illustration and graphics"
"Infrastructure and services","7923638","Perceptions of organisational structure 1","https://doi.org/10.17028/rd.lboro.7923638.v1","Technical illustration and graphics"
