"collection_name","article_id","title","doi","tags","thumbnail_file"
"Water distribution","7712618","A typical longitudinal section drawing (Case 6)","https://doi.org/10.17028/rd.lboro.7712618.v1","Technical illustration and graphics","7712618_thumbnail.jpg"
"Water distribution","7712624","Apparent negative residual head (Case 7)","https://doi.org/10.17028/rd.lboro.7712624.v1","Technical illustration and graphics","7712624_thumbnail.jpg"
"Water distribution","7712600","Static condition (Case 1)","https://doi.org/10.17028/rd.lboro.7712600.v1","Technical illustration and graphics","7712600_thumbnail.jpg"
"Water distribution","7712609","Dynamic conditions (Cases 2-3-4-5)","https://doi.org/10.17028/rd.lboro.7712609.v1","Technical illustration and graphics","7712609_thumbnail.jpg"
"Water distribution","7688888","Pipework which makes up a distribution system","https://doi.org/10.17028/rd.lboro.7688888.v1","Technical illustration and graphics","7688888_thumbnail.jpg"
"Water distribution","7688891","Pipework which makes up a distribution system","https://doi.org/10.17028/rd.lboro.7688891.v1","Technical illustration and graphics","7688891_thumbnail.jpg"
"Water distribution","7688702","An example of a variable demand pattern","https://doi.org/10.17028/rd.lboro.7688702.v1","Technical illustration and graphics","7688702_thumbnail.jpg"
"Groundwater","8095100","Unconfined aquifers in wet dry season","https://doi.org/10.17028/rd.lboro.8095100.v1","Technical illustration and graphics","8095100_thumbnail.jpg"
"Groundwater","7836416","Design criteria for disposal of surface water drains to groundwater","https://doi.org/10.17028/rd.lboro.7836416.v1","Technical illustration and graphics","7836416_thumbnail.jpg"
"Groundwater","7837496","Groundwater pollution by a pit latrine","https://doi.org/10.17028/rd.lboro.7837496.v1","Technical illustration and graphics","7837496_thumbnail.jpg"
"Groundwater","7836902","A hand-dug well","https://doi.org/10.17028/rd.lboro.7836902.v1","Technical illustration and graphics","7836902_thumbnail.jpg"
"Groundwater","7837862","Possible arrangements of infiltration galleries and collector wells","https://doi.org/10.17028/rd.lboro.7837862.v1","Technical illustration and graphics","7837862_thumbnail.jpg"
"Groundwater","7837838","The effect of a shifting river in a permafrost area on groundwater depth and on the location of boreholes","https://doi.org/10.17028/rd.lboro.7837838.v1","Technical illustration and graphics","7837838_thumbnail.jpg"
"Groundwater","7873733","Saline Intrusion into groundwater close to the coast","https://doi.org/10.17028/rd.lboro.7873733.v1","Technical illustration and graphics","7873733_thumbnail.jpg"
"Groundwater","7873727","Cross-sectional representation of a weathered crystalline rock aquifer","https://doi.org/10.17028/rd.lboro.7873727.v1","Technical illustration and graphics","7873727_thumbnail.jpg"
"Groundwater","7873940","Infiltration well made of concrete rings sunk into the river bed","https://doi.org/10.17028/rd.lboro.7873940.v1","Technical illustration and graphics","7873940_thumbnail.jpg"
"Groundwater","7873946","Infiltration well using a pipe with screened intake","https://doi.org/10.17028/rd.lboro.7873946.v1","Technical illustration and graphics","7873946_thumbnail.jpg"
"Groundwater","7873913","Hand dug well close to river bank drawing water from the aquifer connected to the river","https://doi.org/10.17028/rd.lboro.7873913.v1","Technical illustration and graphics","7873913_thumbnail.jpg"
"Groundwater","7873910","Infiltration well","https://doi.org/10.17028/rd.lboro.7873910.v1","Technical illustration and graphics","7873910_thumbnail.jpg"
"Groundwater","7874033","Increasing well yield by driving perforated pipes into well_wall below aquifer","https://doi.org/10.17028/rd.lboro.7874033.v1","Technical illustration and graphics","7874033_thumbnail.jpg"
"Groundwater","7874024","Lining a well in sections - concrete block work or brick","https://doi.org/10.17028/rd.lboro.7874024.v1","Technical illustration and graphics","7874024_thumbnail.jpg"
"Groundwater","7873973","Kibble bucket for lifting and lowering material into wells","https://doi.org/10.17028/rd.lboro.7873973.v1","Technical illustration and graphics","7873973_thumbnail.jpg"
"Groundwater","7874030","Increasing the depth of existing well by caissoning","https://doi.org/10.17028/rd.lboro.7874030.v1","Technical illustration and graphics","7874030_thumbnail.jpg"
"Groundwater","7873997","Constructing a shallow well showing use of tripod and winch for raising and lowering materials","https://doi.org/10.17028/rd.lboro.7873997.v1","Technical illustration and graphics","7873997_thumbnail.jpg"
"Groundwater","8095214","Continuous slot well-point","https://doi.org/10.17028/rd.lboro.8095214.v1","Technical illustration and graphics","8095214_thumbnail.jpg"
"Groundwater","8095199","Riverbank site of an offset sand well","https://doi.org/10.17028/rd.lboro.8095199.v1","Technical illustration and graphics","8095199_thumbnail.jpg"
"Groundwater","8095175","Cross-section of an infiltration gallery and collector well","https://doi.org/10.17028/rd.lboro.8095175.v1","Technical illustration and graphics","8095175_thumbnail.jpg"
"Groundwater","8095181","Cross-section of an offset sand well","https://doi.org/10.17028/rd.lboro.8095181.v1","Technical illustration and graphics","8095181_thumbnail.jpg"
"Groundwater","8095172","Layout of a simple well-point sand-abstraction system","https://doi.org/10.17028/rd.lboro.8095172.v1","Technical illustration and graphics","8095172_thumbnail.jpg"
