"collection_name","title","year","doi"
"Sewerage","Laying a sewer pipe",2019,"https://doi.org/10.17028/rd.lboro.7783790.v1"
"Septic tanks","Section through a septic tank",2019,"https://doi.org/10.17028/rd.lboro.7868660.v1"
"Septic tanks","Section through a septic tank",2019,"https://doi.org/10.17028/rd.lboro.7868675.v1"
"Septic tanks","Septic-tank location plan",2019,"https://doi.org/10.17028/rd.lboro.7902566.v1"
"Septic tanks","Septic-tank design",2019,"https://doi.org/10.17028/rd.lboro.7902560.v1"
"Septic tanks","Pour-flush latrine septic-tank and soakaway",2019,"https://doi.org/10.17028/rd.lboro.7902611.v1"
"Septic tanks","Septic-tank and filter beds",2019,"https://doi.org/10.17028/rd.lboro.7907405.v1"
"Septic tanks","Septic tank",2019,"https://doi.org/10.17028/rd.lboro.7907708.v1"
"Septic tanks","Infiltration trench",2019,"https://doi.org/10.17028/rd.lboro.7910453.v1"
"Septic tanks","Biogas tank with latrine and septic tank",2019,"https://doi.org/10.17028/rd.lboro.7946057.v1"
"Septic tanks","Latrine and septic tank without tanker",2019,"https://doi.org/10.17028/rd.lboro.8068502.v1"
"Septic tanks","Aeration of a septic tank",2019,"https://doi.org/10.17028/rd.lboro.8068367.v1"
"Septic tanks","Distance from well to septic tank",2019,"https://doi.org/10.17028/rd.lboro.8059118.v1"
"Septic tanks","Septic tank section",2019,"https://doi.org/10.17028/rd.lboro.8067878.v1"
"Septic tanks","Septic tank systems version 2",2019,"https://doi.org/10.17028/rd.lboro.8067860.v1"
"Septic tanks","Septic tank systems version 1",2019,"https://doi.org/10.17028/rd.lboro.8067863.v1"
"Septic tanks","Septic tank isometric",2019,"https://doi.org/10.17028/rd.lboro.8067866.v1"
"Septic tanks","Septic tank location plan version 2",2019,"https://doi.org/10.17028/rd.lboro.8067839.v1"
"Septic tanks","Septic tank location plan version 1",2019,"https://doi.org/10.17028/rd.lboro.8067842.v1"
"Septic tanks","Septic tank",2019,"https://doi.org/10.17028/rd.lboro.8067854.v1"
"Septic tanks","Septic tank location plan",2019,"https://doi.org/10.17028/rd.lboro.8067851.v1"
"Septic tanks","Septic tank design section A-A",2019,"https://doi.org/10.17028/rd.lboro.8067824.v1"
"Septic tanks","Septic tank design section B-B",2019,"https://doi.org/10.17028/rd.lboro.8067830.v1"
"Septic tanks","Septic tank design",2019,"https://doi.org/10.17028/rd.lboro.8067833.v1"
"Septic tanks","Septic tank location plan elevation",2019,"https://doi.org/10.17028/rd.lboro.8067836.v1"
"Septic tanks","Infiltration trenches on a flat site",2019,"https://doi.org/10.17028/rd.lboro.8067815.v1"
"Septic tanks","Infiltration trenches an a sloping site",2019,"https://doi.org/10.17028/rd.lboro.8067809.v1"
"Septic tanks","Septic tank design plan",2019,"https://doi.org/10.17028/rd.lboro.8067818.v1"
"Septic tanks","Septic tank system to sewer",2019,"https://doi.org/10.17028/rd.lboro.7982822.v1"
"Septic tanks","Septic tank systems",2019,"https://doi.org/10.17028/rd.lboro.7982825.v1"
"Septic tanks","Flush toilet to septic tank",2019,"https://doi.org/10.17028/rd.lboro.7982789.v1"
"Septic tanks","Emptying a septic tank",2019,"https://doi.org/10.17028/rd.lboro.7783775.v1"
"Septic tanks","Septic tank under construction",2019,"https://doi.org/10.17028/rd.lboro.7783778.v1"
"Septic tanks","Tanker emptying septic tank",2019,"https://doi.org/10.17028/rd.lboro.7798883.v1"
"Sanitary surveys","Sanitary seal for a borehole",2019,"https://doi.org/10.17028/rd.lboro.7982648.v1"
"Sanitary surveys","Sanitary surveying 2a",2019,"https://doi.org/10.17028/rd.lboro.7982681.v1"
"Sanitary surveys","River pollution 1a",2019,"https://doi.org/10.17028/rd.lboro.7982690.v1"
"Sanitary surveys","River pollution 2",2019,"https://doi.org/10.17028/rd.lboro.7982693.v1"
"Sanitary surveys","River pollution 1",2019,"https://doi.org/10.17028/rd.lboro.7982687.v1"
"Sanitary surveys","Sanitary surveying 1a",2019,"https://doi.org/10.17028/rd.lboro.7982672.v1"
"Sanitary surveys","Sanitary surveying 2",2019,"https://doi.org/10.17028/rd.lboro.7982678.v1"
"Sanitary surveys","Sanitary surveying 1",2019,"https://doi.org/10.17028/rd.lboro.7982669.v1"
"Sanitary surveys","Sanitary surveying",2019,"https://doi.org/10.17028/rd.lboro.7782833.v1"
"Rainwater collection","Rainwater standpost",2019,"https://doi.org/10.17028/rd.lboro.8094344.v1"
"Rainwater collection","Angled mesh strainer used to intercept larger debris in captured rainwater",2019,"https://doi.org/10.17028/rd.lboro.8068790.v1"
"Rainwater collection","Standpost",2019,"https://doi.org/10.17028/rd.lboro.7952264.v1"
"Rainwater collection","The water cycle",2019,"https://doi.org/10.17028/rd.lboro.7982309.v1"
"Rainwater collection","Typical roofing materials and gutter systems 1",2019,"https://doi.org/10.17028/rd.lboro.7982252.v1"
"Rainwater collection","Typical roofing materials and gutter systems 2",2019,"https://doi.org/10.17028/rd.lboro.7982261.v1"
"Rainwater collection","Domestic rainwater catchment system",2019,"https://doi.org/10.17028/rd.lboro.7982312.v1"
"Rainwater collection","Sump-type of first flash diverter",2019,"https://doi.org/10.17028/rd.lboro.7982234.v1"
"Rainwater collection","Typical improved threshing floor",2019,"https://doi.org/10.17028/rd.lboro.7982249.v1"
"Rainwater collection","Roofed area built for shade and rainwater catchment",2019,"https://doi.org/10.17028/rd.lboro.7982222.v1"
"Rainwater collection","Rainwater an standpost",2019,"https://doi.org/10.17028/rd.lboro.7982225.v1"
"Rainwater collection","Stretched woven plastic sack catchment",2019,"https://doi.org/10.17028/rd.lboro.7982228.v1"
"Rainwater collection","Rainwater and standpost",2019,"https://doi.org/10.17028/rd.lboro.7982207.v1"
"Rainwater collection","Rainwater harvesting",2019,"https://doi.org/10.17028/rd.lboro.7982216.v1"
"Rainwater collection","Moveable downpipe used to divert the first flush",2019,"https://doi.org/10.17028/rd.lboro.7982213.v1"
"Rainwater collection","Roof designs used with tanks and reservoirs",2019,"https://doi.org/10.17028/rd.lboro.7982219.v1"
"Rainwater collection","Uses of rainwater run-off",2019,"https://doi.org/10.17028/rd.lboro.7982144.v1"
"Rainwater collection","A method of roofing a rock catchment reservoir",2019,"https://doi.org/10.17028/rd.lboro.7982177.v1"
"Rainwater collection","Ground-level catchment",2019,"https://doi.org/10.17028/rd.lboro.7982192.v1"
"Rainwater collection","Angled mesh strainer used to intercept larger debris in captured rainwater",2019,"https://doi.org/10.17028/rd.lboro.7982180.v1"
"Rainwater collection","Flow deflectors and suspended gutters",2019,"https://doi.org/10.17028/rd.lboro.7982186.v1"
"Rainwater collection","Sump type of the first flush diverter",2019,"https://doi.org/10.17028/rd.lboro.7982102.v1"
"Rainwater collection","Methods of monitoring water usage and leakage",2019,"https://doi.org/10.17028/rd.lboro.7982018.v1"
"Rainwater collection","Moveable downpipe used to divert the first flush",2019,"https://doi.org/10.17028/rd.lboro.7982063.v1"
"Rainwater collection","Methods of retaining some water In the tank",2019,"https://doi.org/10.17028/rd.lboro.7982033.v1"
"Rainwater collection","A simple silt trap",2019,"https://doi.org/10.17028/rd.lboro.7982015.v1"
"Rainwater collection","Rainwater collection 6",2019,"https://doi.org/10.17028/rd.lboro.7765184.v1"
"Rainwater collection","Rainwater collection 4",2019,"https://doi.org/10.17028/rd.lboro.7765178.v1"
"Rainwater collection","Rainwater collection 3",2019,"https://doi.org/10.17028/rd.lboro.7765175.v1"
"Rainwater collection","Rainwater collection 2",2019,"https://doi.org/10.17028/rd.lboro.7765172.v1"
"Rainwater collection","Rainwater collection 5",2019,"https://doi.org/10.17028/rd.lboro.7765181.v1"
"Rainwater collection","Rainwater collection 1",2019,"https://doi.org/10.17028/rd.lboro.7765169.v1"
"Rainwater collection","Methods of filtering polluted water from an open reservoir",2019,"https://doi.org/10.17028/rd.lboro.7687445.v1"
"Rainwater collection","Methods of filtering polluted water from an open reservoir",2019,"https://doi.org/10.17028/rd.lboro.7687448.v1"
"Rainwater collection","A simple silt trap",2019,"https://doi.org/10.17028/rd.lboro.7687430.v1"
"Rainwater collection","Gravel filter",2019,"https://doi.org/10.17028/rd.lboro.7687436.v1"
"Rainwater collection","Angled mesh strainer used to intercept larger debris in captured rainwater",2019,"https://doi.org/10.17028/rd.lboro.7687418.v1"
"Rainwater collection","Angled mesh strainer used to intercept larger debris in captured rainwater",2019,"https://doi.org/10.17028/rd.lboro.7687421.v1"
"Rainwater collection","A simple silt trap",2019,"https://doi.org/10.17028/rd.lboro.7687424.v1"
"Rainwater collection","Gravel filter",2019,"https://doi.org/10.17028/rd.lboro.7687439.v1"
"Rainwater collection","Moveable downpipe used to divert the first flush",2019,"https://doi.org/10.17028/rd.lboro.7687409.v1"
"Rainwater collection","Moveable downpipe used to divert the first flush",2019,"https://doi.org/10.17028/rd.lboro.7687403.v1"
"Rainwater collection","Sump - A type of first flash diverter",2019,"https://doi.org/10.17028/rd.lboro.7687412.v1"
"Rainwater collection","Sump - A type of first flash diverter",2019,"https://doi.org/10.17028/rd.lboro.7687415.v1"
"Rainwater collection","Roofed area built for shade and rainwater catchment",2019,"https://doi.org/10.17028/rd.lboro.7680857.v1"
"Rainwater collection","Roofed area built for shade and rainwater catchment",2019,"https://doi.org/10.17028/rd.lboro.7680860.v1"
"Rainwater collection","GRAPH A plot of figures",2019,"https://doi.org/10.17028/rd.lboro.7680833.v1"
"Rainwater collection","Uses of rainwater run-off",2019,"https://doi.org/10.17028/rd.lboro.7680839.v1"
"Rainwater collection","Uses of rainwater run-off",2019,"https://doi.org/10.17028/rd.lboro.7680836.v1"
"Rainwater collection","Rainwater harvesting with bathing bed and screen",2018,"https://doi.org/10.17028/rd.lboro.7270781.v1"
"Pumps","Recirculating pumped system",2019,"https://doi.org/10.17028/rd.lboro.7844648.v1"
"Pumps","Submersible pump",2019,"https://doi.org/10.17028/rd.lboro.7873889.v1"
"Pumps","Handpump actions and pumping preferences",2019,"https://doi.org/10.17028/rd.lboro.8095310.v1"
"Pumps","Components of a rower pump",2019,"https://doi.org/10.17028/rd.lboro.8095319.v1"
"Pumps","Joma pump",2019,"https://doi.org/10.17028/rd.lboro.8095295.v1"
"Pumps","Rower pump",2019,"https://doi.org/10.17028/rd.lboro.8095286.v1"
"Pumps","Progressive cavity pump",2019,"https://doi.org/10.17028/rd.lboro.8095274.v1"
"Pumps","Rope and washer pump",2019,"https://doi.org/10.17028/rd.lboro.8095235.v1"
"Pumps","Principle of two types of displacement pump",2019,"https://doi.org/10.17028/rd.lboro.8095241.v1"
"Pumps","Diaphragm pump",2019,"https://doi.org/10.17028/rd.lboro.8095256.v1"
"Pumps","Centrifugal pump",2019,"https://doi.org/10.17028/rd.lboro.8095205.v1"
"Pumps","Compressed air operated diaphragm pump",2019,"https://doi.org/10.17028/rd.lboro.7874567.v1"
"Pumps","Pump characteristics for large single impeller centrifugal pump",2019,"https://doi.org/10.17028/rd.lboro.7874585.v1"
"Pumps","Pipeline system curve",2019,"https://doi.org/10.17028/rd.lboro.7874588.v1"
"Pumps","Submersible electric pumps",2019,"https://doi.org/10.17028/rd.lboro.7874552.v1"
"Pumps","Diaphragm pump",2019,"https://doi.org/10.17028/rd.lboro.7874543.v1"
"Pumps","Multi-stage submersible pump",2019,"https://doi.org/10.17028/rd.lboro.7874549.v1"
"Pumps","Pumps collected together in parallel",2019,"https://doi.org/10.17028/rd.lboro.7902434.v1"
"Pumps","Pumps connected together in a series",2019,"https://doi.org/10.17028/rd.lboro.7902398.v1"
"Pumps","Rower pump - man standing",2019,"https://doi.org/10.17028/rd.lboro.7910471.v1"
"Pumps","Rower pump - man standing without annotations",2019,"https://doi.org/10.17028/rd.lboro.7910468.v1"
"Pumps","The Blair bucket pump",2019,"https://doi.org/10.17028/rd.lboro.8069009.v1"
"Pumps","Fixed suction intake and powered pump",2019,"https://doi.org/10.17028/rd.lboro.8068973.v1"
"Pumps","Below surface centrifugal pump installation in a dry well",2019,"https://doi.org/10.17028/rd.lboro.8069084.v1"
"Pumps","Surface-mounted centrifugal pump installation",2019,"https://doi.org/10.17028/rd.lboro.8069081.v1"
"Pumps","Hydraulic ram pump",2019,"https://doi.org/10.17028/rd.lboro.8069072.v1"
"Pumps","Two types of centrifugal pump",2019,"https://doi.org/10.17028/rd.lboro.8069075.v1"
"Pumps","The Blair bucket pump",2019,"https://doi.org/10.17028/rd.lboro.7959320.v1"
"Pumps","The Blair bucket and valve",2019,"https://doi.org/10.17028/rd.lboro.7959323.v1"
"Pumps","Progressive cavity pump",2019,"https://doi.org/10.17028/rd.lboro.7959293.v1"
"Pumps","Reciprocating inertia pumps",2019,"https://doi.org/10.17028/rd.lboro.7959299.v1"
"Pumps","The Pulsa pump",2019,"https://doi.org/10.17028/rd.lboro.7959302.v1"
"Pumps","Installation details of the India Mark III",2019,"https://doi.org/10.17028/rd.lboro.7959257.v1"
"Pumps","Installation details of the India Mark III",2019,"https://doi.org/10.17028/rd.lboro.7959263.v1"
"Pumps","The Vergnet footpump 2",2019,"https://doi.org/10.17028/rd.lboro.7959272.v1"
"Pumps","The Vergnet footpump 1",2019,"https://doi.org/10.17028/rd.lboro.7959281.v1"
"Pumps","The Vergnet footpump - removal",2019,"https://doi.org/10.17028/rd.lboro.7959287.v1"
"Pumps","The Volanta handpump",2019,"https://doi.org/10.17028/rd.lboro.7959242.v1"
"Pumps","The Volanta handpump sub-surface details",2019,"https://doi.org/10.17028/rd.lboro.7959239.v1"
"Pumps","The UPM pump",2019,"https://doi.org/10.17028/rd.lboro.7959245.v1"
"Pumps","Components of a rower pump",2019,"https://doi.org/10.17028/rd.lboro.7959227.v1"
"Pumps","Working parts of a Blair pump",2019,"https://doi.org/10.17028/rd.lboro.7959230.v1"
"Pumps","Well with submersible pump",2019,"https://doi.org/10.17028/rd.lboro.8059097.v1"
"Pumps","A Canzee pump",2019,"https://doi.org/10.17028/rd.lboro.7959233.v1"
"Pumps","Piston pumps",2019,"https://doi.org/10.17028/rd.lboro.7959221.v1"
"Pumps","Typical pumping station",2019,"https://doi.org/10.17028/rd.lboro.7959215.v1"
"Pumps","IT windpump",2019,"https://doi.org/10.17028/rd.lboro.7959206.v1"
"Pumps","A hydram pump",2019,"https://doi.org/10.17028/rd.lboro.7959197.v1"
"Pumps","The Blair bucket pump",2019,"https://doi.org/10.17028/rd.lboro.7959188.v1"
"Pumps","The hydraulic ram pump",2019,"https://doi.org/10.17028/rd.lboro.7959200.v1"
"Pumps","Reciprocating handpumps",2019,"https://doi.org/10.17028/rd.lboro.7959173.v1"
"Pumps","Rower pump seated arrangement 1",2019,"https://doi.org/10.17028/rd.lboro.7959176.v1"
"Pumps","Rower pump seated arrangement 2",2019,"https://doi.org/10.17028/rd.lboro.7959179.v1"
"Pumps","The Rower pump",2019,"https://doi.org/10.17028/rd.lboro.7959185.v1"
"Pumps","Set of pump curves",2019,"https://doi.org/10.17028/rd.lboro.7959167.v1"
"Pumps","Characteristic pump curves for centrifugal pump",2019,"https://doi.org/10.17028/rd.lboro.7959131.v1"
"Pumps","Pumping curves for centrifugal and progressive cavity pumps",2019,"https://doi.org/10.17028/rd.lboro.7959113.v1"
"Pumps","Components of a rower pump section",2019,"https://doi.org/10.17028/rd.lboro.7959098.v1"
"Pumps","Using a pump curve",2019,"https://doi.org/10.17028/rd.lboro.7959152.v1"
"Pumps","The Blair bucket and windlass",2019,"https://doi.org/10.17028/rd.lboro.7981961.v1"
"Pumps","Traditional suction pump section",2019,"https://doi.org/10.17028/rd.lboro.7981967.v1"
"Pumps","Arrangements of pumps for connection",2019,"https://doi.org/10.17028/rd.lboro.7981946.v1"
"Pumps","The Blair bucket and its valve 2",2019,"https://doi.org/10.17028/rd.lboro.7981958.v1"
"Pumps","Centrifugal pump installations",2019,"https://doi.org/10.17028/rd.lboro.7981931.v1"
"Pumps","Centrifuga pump driven by shaft connection",2019,"https://doi.org/10.17028/rd.lboro.7981937.v1"
"Pumps","Twisted V-belts for borehole pump",2019,"https://doi.org/10.17028/rd.lboro.7981943.v1"
"Pumps","Components of a total pumping head",2019,"https://doi.org/10.17028/rd.lboro.7981949.v1"
"Pumps","Centrifugal pump impeller arrangements",2019,"https://doi.org/10.17028/rd.lboro.7981925.v1"
"Pumps","Two types of centrifugal pumps",2019,"https://doi.org/10.17028/rd.lboro.7981928.v1"
"Pumps","Motorised piston pumps",2019,"https://doi.org/10.17028/rd.lboro.7981907.v1"
"Pumps","Air chamber to reduce pressure fluctuations",2019,"https://doi.org/10.17028/rd.lboro.7981910.v1"
"Pumps","Axial flow pump",2019,"https://doi.org/10.17028/rd.lboro.7981922.v1"
"Pumps","Features of Afridev and Aquadev handpumps",2019,"https://doi.org/10.17028/rd.lboro.7981901.v1"
"Pumps","Reciprocating displacement pumps",2019,"https://doi.org/10.17028/rd.lboro.7981904.v1"
"Pumps","Replacing the washer of a Blair bucket",2019,"https://doi.org/10.17028/rd.lboro.7981874.v1"
"Pumps","Clamp for gripping rising main",2019,"https://doi.org/10.17028/rd.lboro.7981880.v1"
"Pumps","Bolted clamping system for rising mains",2019,"https://doi.org/10.17028/rd.lboro.7981895.v1"
"Pumps","Pipe lifting spanners with clamp",2019,"https://doi.org/10.17028/rd.lboro.7981898.v1"
"Pumps","A comparison of pump types",2019,"https://doi.org/10.17028/rd.lboro.7982636.v1"
"Pumps","Rope and washer pump and Blair bucket",2019,"https://doi.org/10.17028/rd.lboro.7982639.v1"
"Pumps","Well head and surround - in good condition",2019,"https://doi.org/10.17028/rd.lboro.7765076.v1"
"Pumps","Woman filling a bucket from a handpump",2019,"https://doi.org/10.17028/rd.lboro.7765079.v1"
"Pumps","Woman using an India Mark II handpump 2",2019,"https://doi.org/10.17028/rd.lboro.7765091.v1"
"Pumps","Woman using an India Mark II handpump 1",2019,"https://doi.org/10.17028/rd.lboro.7765085.v1"
"Pumps","Soil sampling using a hand auger",2019,"https://doi.org/10.17028/rd.lboro.7765067.v1"
"Pumps","Mending a pump",2019,"https://doi.org/10.17028/rd.lboro.7765064.v1"
"Pumps","Washing hands at a pump",2019,"https://doi.org/10.17028/rd.lboro.7765070.v1"
"Pumps","Well head and surround - damaged",2019,"https://doi.org/10.17028/rd.lboro.7765073.v1"
"Pumps","Disabled woman collecting water from a handpump",2019,"https://doi.org/10.17028/rd.lboro.7765040.v1"
"Pumps","Handpump and wastewater for irrigation",2019,"https://doi.org/10.17028/rd.lboro.7765043.v1"
"Pumps","Handpump inside a fenced compound",2019,"https://doi.org/10.17028/rd.lboro.7765046.v1"
"Pumps","Man using a treadle pump",2019,"https://doi.org/10.17028/rd.lboro.7765052.v1"
"Pumps","Child using a footpump",2019,"https://doi.org/10.17028/rd.lboro.7765025.v1"
"Pumps","Direct action pump with well surround",2019,"https://doi.org/10.17028/rd.lboro.7765028.v1"
"Pumps","Disabled man operating a handpump",2019,"https://doi.org/10.17028/rd.lboro.7765034.v1"
"Pumps","Disabled woman collecting water from a handpump",2019,"https://doi.org/10.17028/rd.lboro.7765037.v1"
"Pumps","Afridev handpump mounted in a concrete block 2",2019,"https://doi.org/10.17028/rd.lboro.7765019.v1"
"Pumps","Afridev handpump mounted in a concrete block 1",2019,"https://doi.org/10.17028/rd.lboro.7764953.v1"
"Pumps","Raised apron slab on a mound",2019,"https://doi.org/10.17028/rd.lboro.7764938.v1"
"Pumps","Lengthened handpump handle",2019,"https://doi.org/10.17028/rd.lboro.7764944.v1"
"Pumps","Handpump with apron channel and fence",2019,"https://doi.org/10.17028/rd.lboro.7764923.v1"
"Pumps","Handpump with jerrycan",2019,"https://doi.org/10.17028/rd.lboro.7764929.v1"
"Pumps","Problems with thermal cracking",2019,"https://doi.org/10.17028/rd.lboro.7764932.v1"
"Pumps","Volanta",2019,"https://doi.org/10.17028/rd.lboro.7764902.v1"
"Pumps","Volanta",2019,"https://doi.org/10.17028/rd.lboro.7764905.v1"
"Pumps","Durable stone at the collection point",2019,"https://doi.org/10.17028/rd.lboro.7764917.v1"
"Pumps","Funnel and jerrycan at a pump",2019,"https://doi.org/10.17028/rd.lboro.7764920.v1"
"Pumps","Vergnet 4C2",2019,"https://doi.org/10.17028/rd.lboro.7764896.v1"
"Pumps","Durable brick at the collection point",2019,"https://doi.org/10.17028/rd.lboro.7764908.v1"
"Pumps","Funnel and jerrycan at a pump",2019,"https://doi.org/10.17028/rd.lboro.7798685.v1"
"Pumps","Water sampling and analysis at a pump",2019,"https://doi.org/10.17028/rd.lboro.7798799.v1"
"Pumps","Using a pump curve and pipeline curves to find the duty point at which the pump will operate",2019,"https://doi.org/10.17028/rd.lboro.7713284.v1"
"Pumps","Set of pump curves for a 140mm diameter impeller",2019,"https://doi.org/10.17028/rd.lboro.7713287.v1"
"Pumps","Components of total pumping head",2019,"https://doi.org/10.17028/rd.lboro.7713275.v1"
"Pumps","Characteristic pump curves for a particular centrifugal pump",2019,"https://doi.org/10.17028/rd.lboro.7713281.v1"
"Pumps","The effect on head and discharge of connecting two similar pumps together",2019,"https://doi.org/10.17028/rd.lboro.7713224.v1"
"Pumps","Arrangements of pumps for connection in series or in parallel",2019,"https://doi.org/10.17028/rd.lboro.7713266.v1"
"Pumps","Arrangements of pumps for connection in series or in parallel",2019,"https://doi.org/10.17028/rd.lboro.7713269.v1"
"Pumps","Centrifugal pump driven by a shaft connection",2019,"https://doi.org/10.17028/rd.lboro.7713164.v1"
"Pumps","Use of twisted V-belts to drive a shaft driven borehole pump",2019,"https://doi.org/10.17028/rd.lboro.7713194.v1"
"Pumps","Use of twisted V-belts to drive a shaft driven borehole pump",2019,"https://doi.org/10.17028/rd.lboro.7713191.v1"
"Pumps","Centrifugal pump installations",2019,"https://doi.org/10.17028/rd.lboro.7713038.v1"
"Pumps","Centrifugal pump driven by a shaft connection",2019,"https://doi.org/10.17028/rd.lboro.7713044.v1"
"Pumps","Centrifugal pump impeller arrangements",2019,"https://doi.org/10.17028/rd.lboro.7713026.v1"
"Pumps","Centrifugal pump impeller arrangements",2019,"https://doi.org/10.17028/rd.lboro.7713029.v1"
"Pumps","Two types of centifugal pumps",2019,"https://doi.org/10.17028/rd.lboro.7713032.v1"
"Pumps","Two types of centifugal pumps",2019,"https://doi.org/10.17028/rd.lboro.7713035.v1"
"Pumps","Axial flow pump",2019,"https://doi.org/10.17028/rd.lboro.7713008.v1"
"Pumps","Typical shapes of head power and efficiency curves for rotor dynamic pumps",2019,"https://doi.org/10.17028/rd.lboro.7713002.v1"
"Pumps","Axial flow pump",2019,"https://doi.org/10.17028/rd.lboro.7713011.v1"
"Pumps","Comparison between pumping curve for a centrifugal pump and a progressive cavity pump",2019,"https://doi.org/10.17028/rd.lboro.7712927.v1"
"Pumps","Use of an air chamber to reduce pressure fluctuations and changes in flow direction",2019,"https://doi.org/10.17028/rd.lboro.7712921.v1"
"Pumps","Comparison between pumping curve for a centrifugal pump and a progressive cavity pump",2019,"https://doi.org/10.17028/rd.lboro.7712924.v1"
"Pumps","Different types of reciprocating displacement pumps",2019,"https://doi.org/10.17028/rd.lboro.7712864.v1"
"Pumps","Mechanically-operated piston pump",2019,"https://doi.org/10.17028/rd.lboro.7712870.v1"
"Pumps","Mechanically-operated piston pump",2019,"https://doi.org/10.17028/rd.lboro.7712879.v1"
"Pumps","Use of an air chamber to reduce pressure fluctuations and changes in flow direction",2019,"https://doi.org/10.17028/rd.lboro.7712918.v1"
"Pumps","Different types of reciprocating displacement pumps",2019,"https://doi.org/10.17028/rd.lboro.7712861.v1"
"Pumps","Important features of the Afridev and Aquadev handpumps",2019,"https://doi.org/10.17028/rd.lboro.7688645.v1"
"Pumps","Important features of the Afridev and Aquadev handpumps",2019,"https://doi.org/10.17028/rd.lboro.7688648.v1"
"Pumps","The Vergnet pump with pipe removal",2019,"https://doi.org/10.17028/rd.lboro.7688657.v1"
"Pumps","The Vergnet pump with pipe removal",2019,"https://doi.org/10.17028/rd.lboro.7688663.v1"
"Pumps","How the Pulsa pump works",2019,"https://doi.org/10.17028/rd.lboro.7688477.v1"
"Pumps","Reciprocating inertia pumps",2019,"https://doi.org/10.17028/rd.lboro.7688474.v1"
"Pumps","How the Pulsa pump works",2019,"https://doi.org/10.17028/rd.lboro.7688483.v1"
"Pumps","Progressive cavity pump",2019,"https://doi.org/10.17028/rd.lboro.7688459.v1"
"Pumps","Progressive cavity pump",2019,"https://doi.org/10.17028/rd.lboro.7688462.v1"
"Pumps","Reciprocating inertia pumps",2019,"https://doi.org/10.17028/rd.lboro.7688468.v1"
"Pumps","Cylinder of India Mark III deepwell pump",2019,"https://doi.org/10.17028/rd.lboro.7688444.v1"
"Pumps","Cylinder of India Mark III deepwell pump",2019,"https://doi.org/10.17028/rd.lboro.7688447.v1"
"Pumps","The Vergnet pump",2019,"https://doi.org/10.17028/rd.lboro.7688456.v1"
"Pumps","The Vergnet pump",2019,"https://doi.org/10.17028/rd.lboro.7688453.v1"
"Pumps","An example of PVCu rising main with threaded couplings",2019,"https://doi.org/10.17028/rd.lboro.7688432.v1"
"Pumps","Installation details of India Mark III deepwell pump",2019,"https://doi.org/10.17028/rd.lboro.7688438.v1"
"Pumps","An example of PVCu rising main with threaded couplings",2019,"https://doi.org/10.17028/rd.lboro.7688435.v1"
"Pumps","Installation details of India Mark III deepwell pump",2019,"https://doi.org/10.17028/rd.lboro.7688441.v1"
"Pumps","The Volanta handpump",2019,"https://doi.org/10.17028/rd.lboro.7688411.v1"
"Pumps","The Volanta handpump",2019,"https://doi.org/10.17028/rd.lboro.7688414.v1"
"Pumps","The UPM pump",2019,"https://doi.org/10.17028/rd.lboro.7688420.v1"
"Pumps","The UPM pump",2019,"https://doi.org/10.17028/rd.lboro.7688426.v1"
"Pumps","Working parts of the Blair direction pump",2019,"https://doi.org/10.17028/rd.lboro.7688402.v1"
"Pumps","New Zealand or Canzee direct action pump",2019,"https://doi.org/10.17028/rd.lboro.7688405.v1"
"Pumps","New Zealand or Canzee direct action pump",2019,"https://doi.org/10.17028/rd.lboro.7688408.v1"
"Pumps","Types of reciprocating pumps",2019,"https://doi.org/10.17028/rd.lboro.7688348.v1"
"Pumps","Working parts of the Blair direction pump",2019,"https://doi.org/10.17028/rd.lboro.7688399.v1"
"Pumps","Basic principles of piston pumps",2019,"https://doi.org/10.17028/rd.lboro.7688336.v1"
"Pumps","Types of reciprocating pumps",2019,"https://doi.org/10.17028/rd.lboro.7688345.v1"
"Pumps","Basic principles of piston pumps",2019,"https://doi.org/10.17028/rd.lboro.7688333.v1"
"Pumps","Plain (rectangular horizontal flow) sedimentation tank",2019,"https://doi.org/10.17028/rd.lboro.7688243.v1"
"Pumps","Fixed gravity intake with sump and motorized submersible pump",2019,"https://doi.org/10.17028/rd.lboro.7688228.v1"
"Pumps","Selection of an intake site",2019,"https://doi.org/10.17028/rd.lboro.7688231.v1"
"Pumps","Selection of an intake site",2019,"https://doi.org/10.17028/rd.lboro.7688234.v1"
"Pumps","Plain (rectangular horizontal flow) sedimentation tank",2019,"https://doi.org/10.17028/rd.lboro.7688240.v1"
"Pumps","Floating suction intake",2019,"https://doi.org/10.17028/rd.lboro.7688210.v1"
"Pumps","Fixed gravity intake",2019,"https://doi.org/10.17028/rd.lboro.7688213.v1"
"Pumps","Fixed gravity intake",2019,"https://doi.org/10.17028/rd.lboro.7688222.v1"
"Pumps","Fixed gravity intake with sump and motorized submersible pump",2019,"https://doi.org/10.17028/rd.lboro.7688225.v1"
"Pumps","Fixed suction intake and powered pump",2019,"https://doi.org/10.17028/rd.lboro.7688192.v1"
"Pumps","Fixed suction intake and powered pump",2019,"https://doi.org/10.17028/rd.lboro.7688204.v1"
"Pumps","Floating suction intake",2019,"https://doi.org/10.17028/rd.lboro.7688207.v1"
"Pumps","A typical rural pumping station",2019,"https://doi.org/10.17028/rd.lboro.7680776.v1"
