"collection_name","title","year","doi"
"Water distribution","Apparent negative residual head (Case 7)",2019,"https://doi.org/10.17028/rd.lboro.7712624.v1"
"Water distribution","Static condition (Case 1)",2019,"https://doi.org/10.17028/rd.lboro.7712600.v1"
"Water distribution","Dynamic conditions (Cases 2-3-4-5)",2019,"https://doi.org/10.17028/rd.lboro.7712609.v1"
"Water distribution","Pipework which makes up a distribution system",2019,"https://doi.org/10.17028/rd.lboro.7688888.v1"
"Water distribution","Pipework which makes up a distribution system",2019,"https://doi.org/10.17028/rd.lboro.7688891.v1"
"Water distribution","An example of a variable demand pattern",2019,"https://doi.org/10.17028/rd.lboro.7688702.v1"
"Groundwater","Unconfined aquifers in wet dry season",2019,"https://doi.org/10.17028/rd.lboro.8095100.v1"
"Groundwater","Design criteria for disposal of surface water drains to groundwater",2019,"https://doi.org/10.17028/rd.lboro.7836416.v1"
"Groundwater","Groundwater pollution by a pit latrine",2019,"https://doi.org/10.17028/rd.lboro.7837496.v1"
"Groundwater","A hand-dug well",2019,"https://doi.org/10.17028/rd.lboro.7836902.v1"
"Groundwater","Possible arrangements of infiltration galleries and collector wells",2019,"https://doi.org/10.17028/rd.lboro.7837862.v1"
"Groundwater","The effect of a shifting river in a permafrost area on groundwater depth and on the location of boreholes",2019,"https://doi.org/10.17028/rd.lboro.7837838.v1"
"Groundwater","Saline Intrusion into groundwater close to the coast",2019,"https://doi.org/10.17028/rd.lboro.7873733.v1"
"Groundwater","Cross-sectional representation of a weathered crystalline rock aquifer",2019,"https://doi.org/10.17028/rd.lboro.7873727.v1"
"Groundwater","Infiltration well made of concrete rings sunk into the river bed",2019,"https://doi.org/10.17028/rd.lboro.7873940.v1"
"Groundwater","Infiltration well using a pipe with screened intake",2019,"https://doi.org/10.17028/rd.lboro.7873946.v1"
"Groundwater","Hand dug well close to river bank drawing water from the aquifer connected to the river",2019,"https://doi.org/10.17028/rd.lboro.7873913.v1"
"Groundwater","Infiltration well",2019,"https://doi.org/10.17028/rd.lboro.7873910.v1"
"Groundwater","Increasing well yield by driving perforated pipes into well_wall below aquifer",2019,"https://doi.org/10.17028/rd.lboro.7874033.v1"
"Groundwater","Lining a well in sections - concrete block work or brick",2019,"https://doi.org/10.17028/rd.lboro.7874024.v1"
"Groundwater","Kibble bucket for lifting and lowering material into wells",2019,"https://doi.org/10.17028/rd.lboro.7873973.v1"
"Groundwater","Increasing the depth of existing well by caissoning",2019,"https://doi.org/10.17028/rd.lboro.7874030.v1"
"Groundwater","Constructing a shallow well showing use of tripod and winch for raising and lowering materials",2019,"https://doi.org/10.17028/rd.lboro.7873997.v1"
"Groundwater","Continuous slot well-point",2019,"https://doi.org/10.17028/rd.lboro.8095214.v1"
"Groundwater","Riverbank site of an offset sand well",2019,"https://doi.org/10.17028/rd.lboro.8095199.v1"
"Groundwater","Cross-section of an infiltration gallery and collector well",2019,"https://doi.org/10.17028/rd.lboro.8095175.v1"
"Groundwater","Cross-section of an offset sand well",2019,"https://doi.org/10.17028/rd.lboro.8095181.v1"
"Groundwater","Layout of a simple well-point sand-abstraction system",2019,"https://doi.org/10.17028/rd.lboro.8095172.v1"
"Groundwater","Digging a shallow well using compressed air to dewater",2019,"https://doi.org/10.17028/rd.lboro.7874579.v1"
"Groundwater","Weathered and fractured zones",2019,"https://doi.org/10.17028/rd.lboro.7908668.v1"
"Groundwater","Confined and unconfined aquifers",2019,"https://doi.org/10.17028/rd.lboro.7908662.v1"
"Groundwater","Clay groundwater dam with an upstream well designed to cope with flooding in the wet season",2019,"https://doi.org/10.17028/rd.lboro.7908647.v1"
"Groundwater","Coastal aquifers",2019,"https://doi.org/10.17028/rd.lboro.7908620.v1"
"Groundwater","Clay groundwater dam with an upstream well designed to cope with flooding in the wet season",2019,"https://doi.org/10.17028/rd.lboro.8094971.v1"
"Groundwater","Simple pit latrine and groundwater table",2019,"https://doi.org/10.17028/rd.lboro.7945895.v1"
"Groundwater","Horizontal well - driven spring",2019,"https://doi.org/10.17028/rd.lboro.8075909.v1"
"Groundwater","Combination spring well",2019,"https://doi.org/10.17028/rd.lboro.8075837.v1"
"Groundwater","Well borehole and gravity overflow",2019,"https://doi.org/10.17028/rd.lboro.8068799.v1"
"Groundwater","Protected well with a double bucket systems",2019,"https://doi.org/10.17028/rd.lboro.8068985.v1"
"Groundwater","Well provided with roller bars to protect ropes from abrasion",2019,"https://doi.org/10.17028/rd.lboro.8068979.v1"
"Groundwater","Buried well",2019,"https://doi.org/10.17028/rd.lboro.8068880.v1"
"Groundwater","Backfilled well",2019,"https://doi.org/10.17028/rd.lboro.8068901.v1"
"Groundwater","Cross-section of upgraded well with handpump",2019,"https://doi.org/10.17028/rd.lboro.8068907.v1"
"Groundwater","Good features of open wells",2019,"https://doi.org/10.17028/rd.lboro.8068853.v1"
"Groundwater","Suggested digging and lining techniques for hand-dug wells in different strata 1",2019,"https://doi.org/10.17028/rd.lboro.8068856.v1"
"Groundwater","Suggested digging and lining techniques for hand-dug wells in different strata 2",2019,"https://doi.org/10.17028/rd.lboro.8068865.v1"
"Groundwater","Well excavation supported by the modified Chicago method",2019,"https://doi.org/10.17028/rd.lboro.8068874.v1"
"Groundwater","Below surface centrifugal pump installation in a dry well",2019,"https://doi.org/10.17028/rd.lboro.8069084.v1"
"Groundwater","Changes in the nitrate concentration of groundwater",2019,"https://doi.org/10.17028/rd.lboro.8068523.v1"
"Groundwater","Handpump and Well",2019,"https://doi.org/10.17028/rd.lboro.7952267.v1"
"Groundwater","The rope and washer pump with well-head 1",2019,"https://doi.org/10.17028/rd.lboro.7959314.v1"
"Groundwater","The rope and washer pump with well-head 2",2019,"https://doi.org/10.17028/rd.lboro.7959305.v1"
"Groundwater","Roller bars on a well to protect ropes from abrasion - colour",2019,"https://doi.org/10.17028/rd.lboro.8059328.v1"
"Groundwater","Improvements to a simple well",2019,"https://doi.org/10.17028/rd.lboro.8059283.v1"
"Groundwater","Improvement to simple wells",2019,"https://doi.org/10.17028/rd.lboro.8059280.v1"
"Groundwater","Buried well",2019,"https://doi.org/10.17028/rd.lboro.8059244.v1"
"Groundwater","Upgraded well with handpump",2019,"https://doi.org/10.17028/rd.lboro.8059271.v1"
"Groundwater","Well excavation supported by the modified Chicago method",2019,"https://doi.org/10.17028/rd.lboro.8059202.v1"
"Groundwater","Backfilled well",2019,"https://doi.org/10.17028/rd.lboro.8059241.v1"
"Groundwater","Rope and washer pump being used for de-watering a well excavation",2019,"https://doi.org/10.17028/rd.lboro.8059187.v1"
"Groundwater","Suggested digging techniques for hand-dug wells in different strata",2019,"https://doi.org/10.17028/rd.lboro.8059190.v1"
"Groundwater","Cross-section of upgraded well with handpump",2019,"https://doi.org/10.17028/rd.lboro.8059163.v1"
"Groundwater","Cross-section of upgraded well",2019,"https://doi.org/10.17028/rd.lboro.8059157.v1"
"Groundwater","Handpump being used for de-watering a well excavation",2019,"https://doi.org/10.17028/rd.lboro.8059178.v1"
"Groundwater","Good features of open wells",2019,"https://doi.org/10.17028/rd.lboro.8059175.v1"
"Groundwater","Well with windlass and bucket and cover v1",2019,"https://doi.org/10.17028/rd.lboro.8059139.v1"
"Groundwater","Well with windlass and bucket and cover v2",2019,"https://doi.org/10.17028/rd.lboro.8059142.v1"
"Groundwater","Protected well with double bucket system - colour",2019,"https://doi.org/10.17028/rd.lboro.8059145.v1"
"Groundwater","Well with low section of wall - colour",2019,"https://doi.org/10.17028/rd.lboro.8059124.v1"
"Groundwater","Cross-section of a gravity well",2019,"https://doi.org/10.17028/rd.lboro.8059130.v1"
"Groundwater","Steps for disinfection of wells",2019,"https://doi.org/10.17028/rd.lboro.8059127.v1"
"Groundwater","Well with submersible pump",2019,"https://doi.org/10.17028/rd.lboro.8059097.v1"
"Groundwater","Distance of well from a river",2019,"https://doi.org/10.17028/rd.lboro.8059121.v1"
"Groundwater","Distance from well to septic tank",2019,"https://doi.org/10.17028/rd.lboro.8059118.v1"
"Groundwater","Well dimensions 1",2019,"https://doi.org/10.17028/rd.lboro.8059088.v1"
"Groundwater","Tank and well",2019,"https://doi.org/10.17028/rd.lboro.8059091.v1"
"Groundwater","Well dimensions 2",2019,"https://doi.org/10.17028/rd.lboro.8059094.v1"
"Groundwater","A straight-sided well",2019,"https://doi.org/10.17028/rd.lboro.7798976.v1"
"Groundwater","Drawing water from a protected well",2019,"https://doi.org/10.17028/rd.lboro.7798991.v1"
"Groundwater","Well head and surround - in good condition",2019,"https://doi.org/10.17028/rd.lboro.7765076.v1"
"Groundwater","Well head and surround - damaged",2019,"https://doi.org/10.17028/rd.lboro.7765073.v1"
"Groundwater","Steep approach to a well",2019,"https://doi.org/10.17028/rd.lboro.7799018.v1"
"Groundwater","Upgraded well",2019,"https://doi.org/10.17028/rd.lboro.7799021.v1"
"Groundwater","Well inspection",2019,"https://doi.org/10.17028/rd.lboro.7799024.v1"
"Groundwater","Women drawing water from a well",2019,"https://doi.org/10.17028/rd.lboro.7799027.v1"
"Groundwater","Open well 1",2019,"https://doi.org/10.17028/rd.lboro.7799003.v1"
"Groundwater","Open well 2",2019,"https://doi.org/10.17028/rd.lboro.7799009.v1"
"Groundwater","Prefabricated well lining",2019,"https://doi.org/10.17028/rd.lboro.7799012.v1"
"Groundwater","Reaching over the wall of a well",2019,"https://doi.org/10.17028/rd.lboro.7799015.v1"
"Groundwater","Drawing water from a well 2",2019,"https://doi.org/10.17028/rd.lboro.7798997.v1"
"Groundwater","Drawing water from a well 1",2019,"https://doi.org/10.17028/rd.lboro.7798994.v1"
"Groundwater","Girl turning a well handle",2019,"https://doi.org/10.17028/rd.lboro.7799000.v1"
"Groundwater","Community building a well",2019,"https://doi.org/10.17028/rd.lboro.7798979.v1"
"Groundwater","Community well – deciding the height",2019,"https://doi.org/10.17028/rd.lboro.7798982.v1"
"Groundwater","Damaged well",2019,"https://doi.org/10.17028/rd.lboro.7798985.v1"
"Groundwater","Depth distance and concentration variation in groundwater",2019,"https://doi.org/10.17028/rd.lboro.7746464.v1"
"Groundwater","Horizontal well - driven spring",2019,"https://doi.org/10.17028/rd.lboro.7688150.v1"
"Groundwater","Horizontal well - driven spring",2019,"https://doi.org/10.17028/rd.lboro.7688147.v1"
"Groundwater","Methods for driving well points",2019,"https://doi.org/10.17028/rd.lboro.7687832.v1"
"Groundwater","Cost of shallow hand dug wells and hand augered boreholes",2019,"https://doi.org/10.17028/rd.lboro.7687835.v1"
"Groundwater","Cost of shallow hand dug wells and hand augered boreholes",2019,"https://doi.org/10.17028/rd.lboro.7687838.v1"
"Groundwater","Methods for driving well points",2019,"https://doi.org/10.17028/rd.lboro.7687829.v1"
"Groundwater","Buried well",2019,"https://doi.org/10.17028/rd.lboro.7687619.v1"
"Groundwater","Buried well",2019,"https://doi.org/10.17028/rd.lboro.7687622.v1"
"Groundwater","Backfilled well",2019,"https://doi.org/10.17028/rd.lboro.7687613.v1"
"Groundwater","Backfilled well",2019,"https://doi.org/10.17028/rd.lboro.7687616.v1"
"Groundwater","Lining a well as excavation proceeds using caissons",2019,"https://doi.org/10.17028/rd.lboro.7687577.v1"
"Groundwater","Well excavation supported by the Modified Chicago Method",2019,"https://doi.org/10.17028/rd.lboro.7687580.v1"
"Groundwater","Well excavation supported by the Modified Chicago Method",2019,"https://doi.org/10.17028/rd.lboro.7687583.v1"
"Groundwater","Lining a well as excavation proceeds using caissons",2019,"https://doi.org/10.17028/rd.lboro.7687574.v1"
"Groundwater","Lining short sections of a well as excavation proceeds",2019,"https://doi.org/10.17028/rd.lboro.7687559.v1"
"Groundwater","Lining a well in deep sections as excavation proceeds",2019,"https://doi.org/10.17028/rd.lboro.7687562.v1"
"Groundwater","Lining a well in deep sections as excavation proceeds",2019,"https://doi.org/10.17028/rd.lboro.7687565.v1"
"Groundwater","Lining short sections of a well as excavation proceeds",2019,"https://doi.org/10.17028/rd.lboro.7687556.v1"
"Groundwater","Handpump being used for de-watering a well excavation",2019,"https://doi.org/10.17028/rd.lboro.7687538.v1"
"Groundwater","Cross section of an upgraded well with a handpump",2019,"https://doi.org/10.17028/rd.lboro.7687523.v1"
"Groundwater","Cross section of an upgraded well with a handpump",2019,"https://doi.org/10.17028/rd.lboro.7687526.v1"
"Groundwater","Good features for open wells",2019,"https://doi.org/10.17028/rd.lboro.7687529.v1"
"Groundwater","Good features for open wells",2019,"https://doi.org/10.17028/rd.lboro.7687532.v1"
"Groundwater","Part section of upgraded well with windlass",2019,"https://doi.org/10.17028/rd.lboro.7687475.v1"
"Groundwater","Part section of upgraded well with windlass",2019,"https://doi.org/10.17028/rd.lboro.7687478.v1"
"Groundwater","Protected well with double bucket system",2019,"https://doi.org/10.17028/rd.lboro.7680599.v1"
"Groundwater","Protected well with double bucket system",2019,"https://doi.org/10.17028/rd.lboro.7680590.v1"
"Groundwater","Cross section of a gravity well",2019,"https://doi.org/10.17028/rd.lboro.7680512.v1"
"Groundwater","The siphon well",2019,"https://doi.org/10.17028/rd.lboro.7680515.v1"
"Groundwater","The siphon well",2019,"https://doi.org/10.17028/rd.lboro.7680521.v1"
"Groundwater","Cross section of a gravity well",2019,"https://doi.org/10.17028/rd.lboro.7680482.v1"
"Groundwater","Well with windlass",2018,"https://doi.org/10.17028/rd.lboro.7049213.v1"
"Groundwater","Woman at a well",2018,"https://doi.org/10.17028/rd.lboro.7049216.v1"
"Groundwater","Drawing water from a well",2018,"https://doi.org/10.17028/rd.lboro.7039562.v1"
"Water cycle","Alluvial fan",2019,"https://doi.org/10.17028/rd.lboro.8094968.v1"
"Water cycle","Cone of depression and radius of influence",2019,"https://doi.org/10.17028/rd.lboro.8094974.v1"
"Water cycle","The water cycle",2019,"https://doi.org/10.17028/rd.lboro.8094962.v1"
"Water storage","Water collection time versus water use",2019,"https://doi.org/10.17028/rd.lboro.7836830.v1"
"Water storage","Temporary storage tank showing design features appropriate for cold regions",2019,"https://doi.org/10.17028/rd.lboro.7837871.v1"
"Water storage","Temporary water storage tank showing useful features for cold regions",2019,"https://doi.org/10.17028/rd.lboro.7844717.v1"
"Water storage","On and off line storage of stormwater",2019,"https://doi.org/10.17028/rd.lboro.7869098.v1"
"Water storage","Schematic layout of storage tank pipework",2019,"https://doi.org/10.17028/rd.lboro.7874036.v1"
"Water storage","Sand-filled hafir with water storage domes",2019,"https://doi.org/10.17028/rd.lboro.8095211.v1"
"Water storage","Indication of water storage potential",2019,"https://doi.org/10.17028/rd.lboro.8095160.v1"
"Water storage","Fabric cover to storage tank cutaway showing column and ropes",2019,"https://doi.org/10.17028/rd.lboro.7874168.v1"
"Water storage","Temporary water distribution point with rigid tank elevated on sand filled storage drums",2019,"https://doi.org/10.17028/rd.lboro.7874171.v1"
"Water storage","Raised platform for a storage tank supported by retaining wall of sand-filled sacks",2019,"https://doi.org/10.17028/rd.lboro.7874183.v1"
"Water storage","Below ground storage tank with synthetic liner",2019,"https://doi.org/10.17028/rd.lboro.7874186.v1"
"Water storage","Pipeline profile from storage tank 2",2019,"https://doi.org/10.17028/rd.lboro.7874495.v1"
"Water storage","Pipeline profile from storage tank",2019,"https://doi.org/10.17028/rd.lboro.7874480.v1"
"Water storage","Elevation of pipeline between storage tank and tapstand",2019,"https://doi.org/10.17028/rd.lboro.7874468.v1"
"Water storage","Collecting water from a storage tank",2019,"https://doi.org/10.17028/rd.lboro.8094875.v1"
"Water storage","Location of water tanks",2019,"https://doi.org/10.17028/rd.lboro.8094878.v1"
"Water storage","Improved privately operated water kiosk",2019,"https://doi.org/10.17028/rd.lboro.8094890.v1"
"Water storage","Communal tank",2019,"https://doi.org/10.17028/rd.lboro.8094887.v1"
"Water storage","A typical sound storage dam",2019,"https://doi.org/10.17028/rd.lboro.8094893.v1"
"Water storage","Flowchart and decision areas for storage and collection",2019,"https://doi.org/10.17028/rd.lboro.8074523.v1"
"Water storage","Flow chart and decision areas for storage and collection",2019,"https://doi.org/10.17028/rd.lboro.8075558.v1"
"Water storage","A typical sand storage dam",2019,"https://doi.org/10.17028/rd.lboro.8068934.v1"
"Water storage","Tank and well",2019,"https://doi.org/10.17028/rd.lboro.8059091.v1"
"Water storage","Patterns of water use",2019,"https://doi.org/10.17028/rd.lboro.8059445.v1"
"Water storage","Water processes",2019,"https://doi.org/10.17028/rd.lboro.8059505.v1"
"Water storage","Water balance",2019,"https://doi.org/10.17028/rd.lboro.8059499.v1"
"Water storage","The water cycle",2019,"https://doi.org/10.17028/rd.lboro.8059487.v1"
"Water storage","Methods of retaining some water In the tank",2019,"https://doi.org/10.17028/rd.lboro.7982033.v1"
"Water storage","Water carrier for a donkey",2019,"https://doi.org/10.17028/rd.lboro.7798727.v1"
"Water storage","Two water containers",2019,"https://doi.org/10.17028/rd.lboro.7798712.v1"
"Water storage","Water bags",2019,"https://doi.org/10.17028/rd.lboro.7798718.v1"
"Water storage","Round clay water pot and tyre",2019,"https://doi.org/10.17028/rd.lboro.7798706.v1"
"Water storage","Metal water pot",2019,"https://doi.org/10.17028/rd.lboro.7798694.v1"
"Water storage","Donkey with water carrier",2019,"https://doi.org/10.17028/rd.lboro.7798670.v1"
"Water storage","Clay water pot - Egypt",2019,"https://doi.org/10.17028/rd.lboro.7798667.v1"
"Water storage","Two ferrocement water pots",2019,"https://doi.org/10.17028/rd.lboro.7798856.v1"
"Water storage","Water towers",2019,"https://doi.org/10.17028/rd.lboro.7798859.v1"
"Water storage","Emergency water tank with two figures",2019,"https://doi.org/10.17028/rd.lboro.7798847.v1"
"Water storage","Ferrocement water storage jar fitted with a tap",2019,"https://doi.org/10.17028/rd.lboro.7798850.v1"
"Water storage","Drawing water from a bucket with tap",2019,"https://doi.org/10.17028/rd.lboro.7798838.v1"
"Water storage","Emergency water tank – Red Cross",2019,"https://doi.org/10.17028/rd.lboro.7798841.v1"
"Water storage","Emergency water tank on a frame",2019,"https://doi.org/10.17028/rd.lboro.7798844.v1"
"Water storage","Water tankers",2019,"https://doi.org/10.17028/rd.lboro.7798892.v1"
"Water storage","Water tanker",2019,"https://doi.org/10.17028/rd.lboro.7798886.v1"
"Water storage","Filling a water container from a tanker",2019,"https://doi.org/10.17028/rd.lboro.7798880.v1"
"Water storage","Cleaning out the inside of a tank with a broom",2019,"https://doi.org/10.17028/rd.lboro.7798868.v1"
"Water storage","EJK water tanker",2019,"https://doi.org/10.17028/rd.lboro.7798871.v1"
"Water storage","Water vendor with cycle cart",2019,"https://doi.org/10.17028/rd.lboro.7798958.v1"
"Water storage","Use of an air vent downstream of a valve at a tank outlet",2019,"https://doi.org/10.17028/rd.lboro.7712723.v1"
"Water storage","Use of an air vent downstream of a valve at a tank outlet",2019,"https://doi.org/10.17028/rd.lboro.7712726.v1"
"Water storage","Various tank outlet details",2019,"https://doi.org/10.17028/rd.lboro.7687466.v1"
"Water storage","Various tank outlet details",2019,"https://doi.org/10.17028/rd.lboro.7687472.v1"
"Water storage","Roof designs used with tanks and reservoirs",2019,"https://doi.org/10.17028/rd.lboro.7687349.v1"
"Water storage","Roof designs used with tanks and reservoirs",2019,"https://doi.org/10.17028/rd.lboro.7687352.v1"
"Water storage","Using sacking for temporary formwork for ferrocement tanks",2019,"https://doi.org/10.17028/rd.lboro.7680791.v1"
"Water storage","A typical sand storage dam",2019,"https://doi.org/10.17028/rd.lboro.7680530.v1"
"Water storage","A typical sand storage dam",2019,"https://doi.org/10.17028/rd.lboro.7680524.v1"
"Water storage","Water consumption and time to collect water",2019,"https://doi.org/10.17028/rd.lboro.7680356.v1"
"Water storage","Water consumption and time to collect water",2019,"https://doi.org/10.17028/rd.lboro.7680353.v1"
"Water storage","Storage tank damaged by flooding",2018,"https://doi.org/10.17028/rd.lboro.7392311.v1"
"Water storage","Water storage",2018,"https://doi.org/10.17028/rd.lboro.7376681.v1"
"Water storage","Rigid metal or plastic storage tank",2018,"https://doi.org/10.17028/rd.lboro.7376660.v1"
"Water storage","Storage tank damaged by flooding",2018,"https://doi.org/10.17028/rd.lboro.7376663.v1"
"Water storage","Storage tank on artificial ground",2018,"https://doi.org/10.17028/rd.lboro.7376666.v1"
"Water storage","Pillow or bladder storage tank",2018,"https://doi.org/10.17028/rd.lboro.7376654.v1"
"Water storage","Pre-fabricated collapsible water storage tank",2018,"https://doi.org/10.17028/rd.lboro.7376657.v1"
"Water storage","Emergency water supply tank - Red Cross",2018,"https://doi.org/10.17028/rd.lboro.7376633.v1"
"Water storage","Emergency water supply tank with two figures",2018,"https://doi.org/10.17028/rd.lboro.7376639.v1"
"Water storage","Emergency water supply tank on a frame",2018,"https://doi.org/10.17028/rd.lboro.7376636.v1"
"Water storage","A wire mesh emergency water supply tank",2018,"https://doi.org/10.17028/rd.lboro.7376615.v1"
"Water storage","Emergency water supply tank",2018,"https://doi.org/10.17028/rd.lboro.7376627.v1"
"Water storage","Emergency water supply tank - Oxfam",2018,"https://doi.org/10.17028/rd.lboro.7376630.v1"
"Water storage","Sand storage dam",2018,"https://doi.org/10.17028/rd.lboro.7270562.v1"
"Water storage","Bottles of water",2018,"https://doi.org/10.17028/rd.lboro.7122902.v1"
"Wastewater treatment","Flow of wastewater through a conventional treatment works",2019,"https://doi.org/10.17028/rd.lboro.7837820.v1"
"Wastewater treatment","Raised mound system for disposal of treated wastewater",2019,"https://doi.org/10.17028/rd.lboro.7844708.v1"
"Wastewater treatment","Handpump and wastewater for irrigation",2019,"https://doi.org/10.17028/rd.lboro.7765043.v1"
"Wastewater treatment","Woman pouring wastewater into a gutter",2019,"https://doi.org/10.17028/rd.lboro.7798583.v1"
"Wastewater treatment","Typical flow-diagram for preliminary and primary wastewater treatment stages",2019,"https://doi.org/10.17028/rd.lboro.7719074.v1"
"Wastewater treatment","Factors to consider, and decision-making, for sustainable wastewater management",2019,"https://doi.org/10.17028/rd.lboro.7719068.v1"
"Wastewater treatment","Process selection for sustainable wastewater management",2019,"https://doi.org/10.17028/rd.lboro.7719056.v1"
"Visual impact assessment","Variation in the colour of a dam",2019,"https://doi.org/10.17028/rd.lboro.8094848.v1"
"Visual impact assessment","Houses - ordered",2019,"https://doi.org/10.17028/rd.lboro.8094836.v1"
"Visual impact assessment","Houses - related",2019,"https://doi.org/10.17028/rd.lboro.8094839.v1"
"Visual impact assessment","Trees in the landscape",2019,"https://doi.org/10.17028/rd.lboro.8094842.v1"
"Visual impact assessment","Houses - confused",2019,"https://doi.org/10.17028/rd.lboro.8094827.v1"
"Visual impact assessment","Houses - dispersed",2019,"https://doi.org/10.17028/rd.lboro.8094833.v1"
"Visual impact assessment","Houses - concentrated",2019,"https://doi.org/10.17028/rd.lboro.8094824.v1"
"Visual impact assessment","Cuttings",2019,"https://doi.org/10.17028/rd.lboro.8094821.v1"
"Small-scale water supply","Sludging",2019,"https://doi.org/10.17028/rd.lboro.8068847.v1"
"Small-scale water supply","Jetting",2019,"https://doi.org/10.17028/rd.lboro.8068844.v1"
"Small-scale water supply","Simple mechanised rotary drilling with flush",2019,"https://doi.org/10.17028/rd.lboro.8068835.v1"
"Small-scale water supply","Methods of driving wellpoints",2019,"https://doi.org/10.17028/rd.lboro.8068841.v1"
"Small-scale water supply","Typical springbox",2019,"https://doi.org/10.17028/rd.lboro.8068817.v1"
"Small-scale water supply","Working parts of the Vonder rig",2019,"https://doi.org/10.17028/rd.lboro.8068832.v1"
"Small-scale water supply","The finished spring",2019,"https://doi.org/10.17028/rd.lboro.8068820.v1"
"Small-scale water supply","Schematic details of a typical borehole",2019,"https://doi.org/10.17028/rd.lboro.8068826.v1"
"Small-scale water supply","Typical head wall details for a protected spring",2019,"https://doi.org/10.17028/rd.lboro.8068811.v1"
"Small-scale water supply","Artesian fissure spring and artesian borehole",2019,"https://doi.org/10.17028/rd.lboro.8068805.v1"
"Small-scale water supply","Two ways of collecting and conveying water from the spring eye",2019,"https://doi.org/10.17028/rd.lboro.8068808.v1"
"Small-scale water supply","Spring with infiltration trenches and springbox",2019,"https://doi.org/10.17028/rd.lboro.8068814.v1"
"Small-scale water supply","Flow detectors and suspended gutters",2019,"https://doi.org/10.17028/rd.lboro.8068787.v1"
"Small-scale water supply","Angled mesh strainer used to intercept larger debris in captured rainwater",2019,"https://doi.org/10.17028/rd.lboro.8068790.v1"
"Small-scale water supply","Sump-type of first flash diverter",2019,"https://doi.org/10.17028/rd.lboro.8068796.v1"
"Small-scale water supply","How most types of handpump cylinders work",2019,"https://doi.org/10.17028/rd.lboro.8069207.v1"
"Small-scale water supply","Example of a stone-filled soakpit used for a public standpost",2019,"https://doi.org/10.17028/rd.lboro.8069177.v1"
"Small-scale water supply","Lined soakaway",2019,"https://doi.org/10.17028/rd.lboro.8069189.v1"
"Small-scale water supply","Well borehole and gravity overflow",2019,"https://doi.org/10.17028/rd.lboro.8068799.v1"
"Small-scale water supply","Decision chart a",2019,"https://doi.org/10.17028/rd.lboro.8068778.v1"
"Small-scale water supply","Typical roofing materials and gutter systems",2019,"https://doi.org/10.17028/rd.lboro.8068784.v1"
"Small-scale water supply","The water cycle",2019,"https://doi.org/10.17028/rd.lboro.8068775.v1"
"Small-scale water supply","Decision chart b",2019,"https://doi.org/10.17028/rd.lboro.8068781.v1"
"Small-scale water supply","A typical windlass and users instructions",2019,"https://doi.org/10.17028/rd.lboro.8068997.v1"
"Small-scale water supply","The Blair bucket pump",2019,"https://doi.org/10.17028/rd.lboro.8069009.v1"
"Small-scale water supply","The Blair bucket and its valve",2019,"https://doi.org/10.17028/rd.lboro.8069003.v1"
"Small-scale water supply","A simple shaduf",2019,"https://doi.org/10.17028/rd.lboro.8068991.v1"
"Small-scale water supply","Protected well with a double bucket systems",2019,"https://doi.org/10.17028/rd.lboro.8068985.v1"
"Small-scale water supply","Well provided with roller bars to protect ropes from abrasion",2019,"https://doi.org/10.17028/rd.lboro.8068979.v1"
"Small-scale water supply","Fixed gravity intake with sump and handpump",2019,"https://doi.org/10.17028/rd.lboro.8068949.v1"
"Small-scale water supply","Protected side intake",2019,"https://doi.org/10.17028/rd.lboro.8068970.v1"
"Small-scale water supply","Fixed suction intake and powered pump",2019,"https://doi.org/10.17028/rd.lboro.8068973.v1"
"Small-scale water supply","Infiltration gallery under the separate channel or pond",2019,"https://doi.org/10.17028/rd.lboro.8068922.v1"
"Small-scale water supply","A typical sand storage dam",2019,"https://doi.org/10.17028/rd.lboro.8068934.v1"
"Small-scale water supply","The SWS filter",2019,"https://doi.org/10.17028/rd.lboro.8068943.v1"
"Small-scale water supply","Buried well",2019,"https://doi.org/10.17028/rd.lboro.8068880.v1"
"Small-scale water supply","Backfilled well",2019,"https://doi.org/10.17028/rd.lboro.8068901.v1"
"Small-scale water supply","Cross-section of upgraded well with handpump",2019,"https://doi.org/10.17028/rd.lboro.8068907.v1"
"Small-scale water supply","Infiltration gallery under a stream or village pond",2019,"https://doi.org/10.17028/rd.lboro.8068913.v1"
"Small-scale water supply","Good features of open wells",2019,"https://doi.org/10.17028/rd.lboro.8068853.v1"
"Small-scale water supply","Suggested digging and lining techniques for hand-dug wells in different strata 1",2019,"https://doi.org/10.17028/rd.lboro.8068856.v1"
"Small-scale water supply","Suggested digging and lining techniques for hand-dug wells in different strata 2",2019,"https://doi.org/10.17028/rd.lboro.8068865.v1"
"Small-scale water supply","Well excavation supported by the modified Chicago method",2019,"https://doi.org/10.17028/rd.lboro.8068874.v1"
"Small-scale water supply","Slow sand filter",2019,"https://doi.org/10.17028/rd.lboro.8069114.v1"
"Small-scale water supply","Roughing filters",2019,"https://doi.org/10.17028/rd.lboro.8069102.v1"
"Small-scale water supply","Basic components of an inlet controlled slow sand filter",2019,"https://doi.org/10.17028/rd.lboro.8069105.v1"
"Small-scale water supply","Constant head aspirator",2019,"https://doi.org/10.17028/rd.lboro.8069117.v1"
"Small-scale water supply","Lining a hemispherical excavation with ferrocement",2019,"https://doi.org/10.17028/rd.lboro.8069093.v1"
